TL.x,TL.y,BR.x,BR.y,WORD
305,1641,1321,1321,Kindergarten Supply List 
299,1823,1880,1880,4 fine black “ low odor ” expo dry erase markers 
299,1923,736,736,2 think expo 
887,1916,1757,1757,erase markers ( any color ) . 
773,1917,862,862,dry 
300,2023,1527,1527,3 24 Count boxes of Crayola Crayons 
299,2119,1361,1361,1 box Of Thick Crayola markers 
300,2210,752,752,12 Elmer glue 
996,2203,2410,2410,( please no Store brands , they don ’ t stick ) 
778,2205,970,970,sticks 
737,2301,1178,1178,of Elmer glue 
299,2307,699,699,1 4Oz bottle 
298,2407,1461,1461,2 pkg of # 2 Ticonderoga pencils 
1284,2487,1962,1962,Ticonderoga pencils 
299,2499,1247,1247,1 pkg of tri - write triangler 
830,2592,1089,1089,scissors 
302,2602,1284,1284,1 pair of fiskar water colors 
298,2703,1496,1496,1 set Of Crayola disinfectant wipes 
298,2799,835,835,1 pkg of Clorox 
300,2896,837,837,1 box Of tissues 
295,2999,1139,1139,2 containers of play - doh 
303,3099,1248,1248,1 plastic folder with prongs 
299,3187,1477,1477,1 solid colored folder with prongs 
300,3286,1131,1131,1 composition notebook 
