TL.x,TL.y,BR.x,BR.y,WORD
194,336,125,125,4 
284,332,210,210,$ 
388,332,295,295,1 
485,334,402,402,48 
284,373,210,210,2 
574,368,505,505,5 
193,394,122,122,dry 
388,387,295,295,pair 
662,397,593,593,8 
818,407,760,760,| 
284,424,210,210,for 
483,425,396,396,sharpened 
574,419,498,498,composition 
743,431,590,590,4 large 
817,460,670,670,4 boxes 
816,505,755,755,large 
191,516,118,118,erase 
388,532,210,210,of Dictionary 
388,605,295,295,scissors 
659,626,588,588,glue 
739,681,669,669,of 
813,682,752,752,pink 
187,730,114,114,markers 
739,751,586,586,crayons sticks 
477,794,391,391,pencils 
810,816,747,747,erasers 
567,832,492,492,notebooks 
388,858,295,295,* 
735,994,662,662,( 24 count 
561,1176,488,488,- not 
731,1278,662,662,) 
558,1343,485,485,spiral 
961,1755,883,883,FIRST GRADE 
179,2195,110,110,* 
264,2193,190,190,1 
360,2198,290,290,Backpack 
447,2201,379,379,1 
719,2192,486,486,4 1 
634,2203,574,574,1 
789,2197,649,649,2 , 
178,2230,109,109,$ 
789,2239,738,738,boxes 
264,2249,190,190,pkg 
550,2252,483,483,box 
633,2251,571,571,box 
178,2265,109,109,5 
448,2258,382,382,pencil 
717,2262,648,648,3 
177,2293,107,107,. 00 
717,2316,644,644,prong 
264,2350,190,190,. 
631,2376,569,569,of 
264,2393,190,190,dry 
548,2387,480,480,quart 
176,2413,102,102,classroom 
784,2422,737,737,of 
452,2451,385,385,box 
630,2465,566,566,markers 
360,2479,290,290,* 
713,2479,644,644,, 
782,2494,732,732,tissues 
264,2510,190,190,erase 
713,2522,386,386,plastic re * 
545,2615,476,476,- sealable 
264,2701,190,190,markers 
710,2701,637,637,folders 
171,2711,99,99,fee for 
541,2895,473,473,bags 
705,2913,636,636,( 
168,2928,94,94,consumables 
705,2939,628,628,primary colors 
163,3294,89,89,/ Scholastic 
698,3322,629,629,) 
158,3653,86,86,News 
