TL.x,TL.y,BR.x,BR.y,WORD
597,79,2395,2395,North Country Road Middle School 
909,249,2071,2071,Supply List 2017 - 2018 
488,403,747,747,8th 
872,411,1404,1404,Grade 
1511,427,2512,2512,Blue Team 
459,620,2540,2540,Ms . Ackermann , Mr . Agostino , Mrs . DeSario , Mrs . Hart , Mr . O ' Brien , 
630,708,2377,2377,Mr . Ponticelli , Mr . McGuire , Mr . Nicoletti , Mr . Von Thaden 
222,865,995,995,For English Language Arts : 
227,937,727,727,L . Marble Notebook 
246,1003,782,782,: Folder with pockets 
217,1077,727,727,. . Loose - leaf paper 
286,1140,802,802,Pens ( blue or black ) 
289,1220,468,468,Pencils 
288,1277,1257,1257,Recommended - Flash Drive ( no 13 ) 
229,1353,490,490,For Math : 
221,1417,601,601,: ( 1 ) 1 " binder 
277,1491,726,726,Loose - leaf paper 
249,1557,470,470,: Pencils 
287,1630,455,455,Folder 
306,1693,1332,1332,Math 8 students - ( 2 ) Dry Erase markers 
255,1757,1390,1390,. Math 8 students - Protractor ( use at home ) 
229,1829,1476,1476,: Math 8 students - Casio FX 300 Plus for Math 
255,1892,2105,2105,: Algebra students - TI 84 Plus Graphing Calculator for Algebra students 
238,1964,764,764,For Social Studies : 
284,2028,868,868,( 1 ) binder ( 2 or 3 inch ) 
290,2102,459,459,Folder 
258,2169,733,733,. Loose - leaf paper 
300,2236,900,900,Pens ( blue or black ink ) 
293,2297,598,598,Pencils ( # 2 ) 
244,2364,636,636,For Science 8 : 
291,2428,1572,1572,Loose - leaf binder with folder ( no spiral notebooks ) 
239,2491,825,825,: ( 1 ) blue or black pen 
296,2566,539,539,( 1 ) pencil 
299,2634,738,738,Loose - leaf paper 
303,2697,1074,1074,Calculator ( 4 - function + , - , x , / ) 
291,2757,1578,1578,Small hole punch ( recommended but not required ) 
331,2820,1435,1435,Mini - stapler ( recommended but not required ) 
254,2893,752,752,For Earth Science : 
248,2948,1485,1485,These supplies must be in class EVERYDAYI ) 
302,3012,1568,1568,Loose - leaf binder with folder ( no spiral notebooks ) 
300,3085,1223,1223,Lab Manual ( supplied by the school ) 
311,3145,1260,1260,Review Book ( supplied by the school ) 
311,3214,827,827,( 1 ) blue or black pen 
312,3282,549,549,( 1 ) pencil 
308,3346,741,741,Loose - leaf paper 
318,3402,1072,1072,Calculator ( 4 - function + , - , X , / ) 
265,3462,1184,1184,RECOMMENDED but not required : 
264,3533,2550,2550,Blue Barron ' s Review Book - " ' s Review : Earth Science ” 4th Ed . ISBN : 978 - 0 - 7641 - 4718 - 0 
1021,3524,1102,1102,Let 
260,3594,692,692,Small hole punch 
289,3662,553,553,Mini - stapler 
