Input,Product,Quantity,Tags
Sch oiSupplyLsts2017-4018-Vanderlyn-Consolidated-3.pdf - Adobe Reader,Sch 4018 Consolidated Adobe Reader,1,
r
. u:.Aw'i
First .Gracie,Gracie,1,
",r l•4.L- rin�.tii�... ..4:1i+'v::�. .A, .?:. ..e�aii.._i.+dv: 1M.n!x"
• 3 boxes of 24 -count crayons,crayons,3,boxes
"• 4 black, fine -tip dry erase markers",black fine tip dry erase markers,4,
"• 1 package of cap e►users '12 -count,",cap users,1,package
• 3 Large pink erasers,Large erasers,3,pink
"• 3 plastic 2 -pocket, 3 -hole folders 7 each: blue, red",plastic pocket hole folders each blue,3,red
and yellow l
• 18 glue sticks,glue sticks,18,
• 2 yellow highlighters,highlighters,2,yellow
• 36 sharpened #2 pencils,sharpened pencils,36,
• 1 1 -inch plastic ruler,inch plastic ruler,1,
• . plastic pencil box,plastic pencil,1,box
• 2 pairs of 5 -inch pointed scissors,pairs inch pointed scissors,2,
"• 5 composition notebooks, wide -ruled (100 sheets)",composition notebooks wide ruled,5,
• 1 pair of over the heat headphor es,over the heat,1,pair
1 large box of tissues,large tissues,1,box
• container of disinfecting wipes (Clorox)
1 rD11 of Da Der l'owels,Der,1,
1 conta ner o'` wet wipes,wet wipes,1,
"1 ' pac (oc e gal on size ,:r?ezer Ziploc bags"
pac <cige s Andwic h size Zipioc bags,size bags,Multiple,
Teachers may have an oddtienal supply list once school
