Input,Product,Quantity,Tags
Severrl Grac e C ass Su 3 3 y .is
The school supply list provided above is a general school supplies
supplies requested by your child's school. Su Ili pp list. The listed it
pp y st.com is not affiliated with any
Quantity . tem,Quantity,1,
1 Scotch Tape,Scotch Tape,1,
5 Composition Wide Ruled Notebooks,Composition Wide Ruled Notebooks,5,
1 Box of Blue or Black Pens,Pens,1,"Box,Blue,Black"
1 Box of #2 Pencils or Mechanical Pencils,Pencils Mechanical Pencils,1,Box
2 Large Erasers,Large Erasers,2,
1 Pack of Loose Leaf Paper (Minimum 100 pages),Loose Leaf Paper,1,Pack
5 Red Pens,Pens,5,Red
3 Highlighters,Highlighters,3,
1 Scientific Calculator,Scientific Calculator,1,
2 Three Ring Binders,Three Ring Binders,2,
5 Folders with Brads and Pockets,Folders,5,
1 Ruler with Centimeters and Inches Displayed,Ruler,1,
1 Package of Post -it Notes,Post Notes,1,Package
1 Protractor with degree markings,Protractor,1,
1 Pack of 3 X 5 White Ruled Index Cards,Ruled Index Cards,1,"Pack,White"
ipsommik
