Input,Product,Quantity,Tags
15 GLUE STICKS,GLUE STICKS,15,
1 BOX OF CRAYONS t16 OR 24),CRAYONS,1,BOX
160X OF COLORED PENCILS,COLORED PENCILS,160X,
1 RED PENCIL OR PEN,PENCIL PEN,1,RED
2 BOXES OF TISSUES,TISSUES,2,BOXES
5 100 PAGE MARBLE COMPOSITION NOTEBOOKS,PAGE MARBLE COMPOSITION NOTEBOOKS,5,
SNOT SPIRAL),SNOT SPIRAL,1,
1 HIGHLIGHTER,HIGHLIGHTER,1,
GIRLS: 1BOX GALLON SURE LOCK BAGS,GIRLS SURE LOCK BAGS,Multiple,GALLON
ACCORDION FOLDER (EXPANDABLE) WITH AT LEAST 12,ACCORDION FOLDER WITH LEAST,12,
2 CONTAINERS OF CLEANING WIPES,CLEANING WIPES,2,CONTAINERS
*INDIVIDUAL TEACHERS MM HAVE SPECIFIC REQUESTS
1 PAIR OF SCISSORS - LARGE SIZE,SCISSORS LARGE SIZE,1,PAIR
"EARBUDS PAIR,1-NO HEADPHONES Pt F4SE"
1 PKG WIDE LOOSE LEAF PAPER,WIDE LOOSE LEAF PAPER,1,PKG
30 112 PENCILS PRESHARPENED PREFERRED,PENCILS PREFERRED,30,
2 PKS. OF 4X6 WHITE INDEX CARD,INDEX CARD,2,WHITE
4 DRY ERASE MARKERS (LOW ODOR),DRY ERASE MARKERS,4,
ZIPPER PENCIL POUCH,ZIPPER PENCIL POUCH,1,
BOYS: 1 BOX QUART SLIDE LOCK BAGS,BOYS QUART SLIDE LOCK BAGS,Multiple,BOX
DIVIDERS - PREFER ZIPPER AROUND OUTSIDE
1 REGULAR HAND SANITIZER (12 OZ),REGULAR HAND SANITIZER,1,
