Input,Product,Quantity,Tags
9th Grade Supply List
U History
1 I 2 1 2 floppy inch binder (one for,floppy inch binder,1,
"home, one for school)",home one,1,
1 2 pens & 2 mechanical pencils (to be,pens mechanical pencils,1,
collected),collected,1,
Li 2- packs of college ruled loose-leaf,pack college ruled loose leaf,1,packs
"(one for home, one for school)"
❑ 1- folder (stays in class),folder,1,
Index cards,Index cards,Multiple,
❑ Box of tissues or a roll of paper,tissues paper,Multiple,"Box,roll"
towels (stays in class),towels,Multiple,
❑ Hand sanitizer (stays in class),Hand sanitizer,1,
- Geometry
1� TI -84 plus graphing calculator,plus graphing calculator,1,
❑ 1- 3 -subject notebook with pockets,subject notebook,1,
❑ 2- folders with pockets,folders,2,
❑ 1- pack of graph paper,graph paper,1,pack
Art
❑ 3- glue sticks,glue sticks,3,
❑ 1- composition book,composition book,1,
❑ 2- extra fine sharpies,extra fine sharpies,2,
❑ 1- pack pencils with erasers (art only),pencils,1,pack
❑ 1- bottle of soap,soap,1,bottle
❑ 2- rolls of paper towels,paper towels,2,rolls
❑ 1- box of tissues,tissues,1,box
❑ old newspapers and magazines (if,old newspapers and magazines,Multiple,
available)
▪ Living Environment,Living Environment,1,
❑ 2- folders (one for labs to stay in,folders,2,
"school, one for take home)"
❑ 1- binder,binder,1,
❑ 1- pack of loose-leaf,loose leaf,1,pack
0 1- pack of dividers,dividers,1,pack
English
CI 1- Spiral notebook with,Spiral notebook,1,
removable/tear-away loose-leaf
Q A daily planner,daily planner,1,
❑ post -it notes,post notes,Multiple,
❑ 1- one durable folder (accordion,one durable folder,1,
folder recommended),folder recommended,1,
Spanish
❑ 2- composition notebooks,composition notebooks,2,
❑ 2- 2 pocket folders,pocket folders,2,
0 Electronic Spanish/English,Electronic Spanish English,1,
Dictionary
❑ 2- packs of loose-leaf,pack loose leaf,2,packs
0 2- packs of index cards,pack index cards,2,packs
0 1- bottle of hand sanitizer,hand sanitizer,1,bottle
0 2- boxes of tissues,tissues,2,boxes
❑ 1- pack of color computer printing,color computer printing,1,pack
paper,paper,1,
▪ Universal List (All Classes),Universal,1,
O 3- packs of blue or black pens,pack pens,Multiple,"packs,blue,black"
O 3- packs of # 2 mechanical pencil
refill lead,refill lead,1,
O 1- pack of highlighters,highlighters,Multiple,pack
❑ 1- pack of markers or colored pen,markers colored pen,1,pack
❑ 2 extra packs of College Ruled Loi,extra pack College Ruled,2,packs
leaf (stays home till needed),leaf,1,
O Erasers,Erasers,Multiple,
❑ Pencil Case,Pencil Case,1,
❑ Notebook 3 hole puncher,Notebook hole puncher,1,
**These supplies should last
students all year long
***students should have r every
pencil case every day f
class,class,1,
