Input,Product,Quantity,Tags
r Grade Supply List
2017-2018
Item to be kept by student:
Penc.ls and lead .1 using mechanical pencils
Pens (blue or block),Pens,Multiple,
1 red pen,pen,1,red
Notebook paper (loose leaf),Notebook paper,1,
1 Pow of eorb ds,Pow,1,
4 binders,binders,4,
4 Sets of dn.ders for binders
3 sprol bond notebooks,bond notebooks,3,
3 folders,folders,3,
11 -30XI15 Calculator,Calculator,11,
Item to be by,Item,1,
4 Boxes of tissues,tissues,4,Boxes
1 roll paper towels,paper towels,1,roll
1 Box of colored pencils,colored pencils,1,Box
1 Box of markers,markers,1,Box
6 Glue sucks,Glue sucks,6,
4 Hghl.glters
