Input,Product,Quantity,Tags
••••o MetroPCS ^ 11:35 AM e - I�b
08th grade supplies
R'a Grade Supply List
2012/2013
n 12 42 Pencils,Pencils,Multiple,
TI -84 Plus Graphing Calculator
6 Blue or Black Pens,Pens,6,"Blue,Black"
1 Red Pen,Pen,1,Red
- _h -Count llo of Colored Pencils,Colored Pencils,Multiple,
6 -Count Box of Fine -Tip Marken,Fine Tip,6,Box
Yellow Highl ighler
- Graph Paper,Graph Paper,Multiple,
- 2 Five Sou Nob:books,Five Sou Nob books,2,
Floppy loose leaf binders,Floppy loose leaf binders,Multiple,
Ruler (Standard/Metric),Ruler,1,
"Loose -Lent Filler Paper, College Ruled",Loose Lent Filler Paper College Ruled,1,
__ 1 Flash;USI1 Drive,Flash Drive,1,
_ White 6' /r' index Cards,index Cards,6,White
Pencil Sharpener,Pencil Sharpener,1,
h Folders with Pockets,Folders,Multiple,
] Boa of Tissues (for homeroom),Boa Tissues,Multiple,
] Protractor,Protractor,1,
I Marble Composition Notebook,Marble Composition Notebook,1,
] Hole Puncher for Notebook,Hole Puncher,1,
Notebook dividers,Notebook dividers,Multiple,
] Pocket Dictionary and Thesaurus,Pocket Dictionary and Thesaurus,1,
] 5 Subjecl Notebook,Notebook,5,
Please label all items with your child's name. Thank you.
