Input,Product,Quantity,Tags
th GRADE
FOLDER,FOLDER,1,
#2 PENCILS,PENCILS,2,
WHITE VINYL (PLASTIC) ERASERS,VINYL ERASERS,Multiple,WHITE
BLACK SHARPIES - FINE POINT
GLUE STICKS,GLUE STICKS,Multiple,
:ONTAINER BABY WIPES,BABY WIPES,Multiple,
3th GRADE
SKETCHBOOK,SKETCHBOOK,1,
6 #2 PENCILS,PENCILS,6,
1 EBONY DRAWING PENCIL,EBONY DRAWING PENCIL,1,
3 WHITE VINYL (PLASTIC) ERASERS,VINYL ERASERS,3,WHITE
1 KNEADED ERASER,KNEADED ERASER,1,
CONTAINER BABY WIPES,BABY WIPES,Multiple,CONTAINER
IC
7th & 8th GRADE CORE CLASSES,CORE CLASSES,7th,
2 THREE-RING BINDERS,THREE RING BINDERS,2,
2 PACKAGES LOOSLEAF
"PENS, PENCILS, HIGHLIGHTERS"
10 Two,Two,10,
O FOLDERS WITH HOLES
BINDER H ested,BINDER,1,
OLE P HOME,OLE HOME,1,
USE - T/ 30XIJS sugg,USE,1,
SCIENTIFIC CALCULATOR FOR H _-i
6th. 7th & 8th GRADE ENCORE CLASSES,ENCORE CLASSES,6th,
ADIN DAIS,DAIS,1,
"LOTE (ITALIAN, SPANISH. & FRENCH"
"One 2"" BINDER",BINDER,One,"2"""
1 PACKAGE LOOSELEAF,LOOSELEAF,1,PACKAGE
PENS (BLUE OR BLACK),PENS,Multiple,
PENCILS,PENCILS,Multiple,
1 BOX OF TISSUES,TISSUES,1,BOX
HEALTH
1 LOOSELEAF BINDER,LOOSELEAF BINDER,1,
1 FOLDER,FOLDER,1,
1 HIGHLIGHTER,HIGHLIGHTER,1,
POST -ITS,POST ITS,1,
1 BOX OF TISSUES,TISSUES,1,BOX
COMPASS FOR HOME USE
4 PACKAGES INDEX CARDS,INDEX CARDS,4,PACKAGES
4 PACE`,PACE,4,
2 MARBLE NOTEBOOKS,MARBLE NOTEBOOKS,2,
RE
1 ONE -SUBJECT NOTEBOOK,ONE SUBJECT NOTEBOOK,1,
1 FOLDER,FOLDER,1,
INDEX CARDS,INDEX CARDS,Multiple,
POST -ITS,POST ITS,1,
HIGHLIGHTER,HIGHLIGHTER,1,
ART
Students are required to have a portfolio to house their art work.
Portfolios should be purchased from the art teachers during the first week of school by submitting a check for $8.0
made payable to Farmingdale Schools. Portfolios are priced lower than art store prices.
7th GRADE
1 FOLDER,FOLDER,1,
6 #2 PENCILS.,PENCILS,6,
3 WHITE VINYL (PLASTIC) ERASERS,VINYL ERASERS,3,WHITE
2 BLACK SHARPIES - FINE POINT,SHARPIES FINE POINT,2,BLACK
2 GLUE STICKS,GLUE STICKS,2,
CONTAINER BABY WIPES,BABY WIPES,Multiple,CONTAINER
DONATIONS,DONATIONS,Multiple,
NEWSPAPERS,NEWSPAPERS,Multiple,
TISSUE BOXES,TISSUE,1,BOXES
LIQUID HAND SOAP,LIQUID HAND SOAP,1,
ZIPLOC BAGS (GALLON SIZE),ZIPLOC BAGS,Multiple,
MUSIC AND PERFORMING ARTS,MUSIC AND PERFORMING,1,
"One 1"" BINDER",BINDER,One,"1"""
PENCILS,PENCILS,Multiple,
25 SHEET PROTECTORS (BAND & ORCHESTRA),SHEET PROTECTORS,25,
