Input,Product,Quantity,Tags
Middle School Suaaty List,Middle,1,
"(6th, r';. & 8th Grades"
"Supplies must be replenished throughout the year. Student pet ,rmance is"
linked to preparedness.
"6 marble notebooks (one each for SS, Sci,",marble notebooks,6,
"LA, ReI/Rdg, Span, and one extra)",Span and one extra,1,
"Binder & dividers -- Minimum 2"" (for Math)"
Dark blue or Black pens,Dark pens,Multiple,"blue,Black"
Green Pen
Pencils — preferably #2 (can be wooden or,Pencils preferably,2,
mechanical)
Eraser --,Eraser,1,
Yellow highlighter.r-,highlighter,1,Yellow
2 packs of looseleaf,pack looseleaf,2,packs
Graph paper,Graph paper,Multiple,
Folders — either 1 expandable folder or 1- 8,Folders either expandable folder,8,
pocket folder,pocket folder,1,
Ruler with both inches and centimeters —,Ruler,1,
"Scientific Calculator tiol'e, )( 1 Ci•: b‘oc",Scientific Calculator,1,
Pencil Case,Pencil Case,1,
Construction Paper,Construction Paper,1,
Crayons/Colored Pencils♦',Crayons Colored Pencils,Multiple,
Scissors,Scissors,Multiple,
Glue/Glue Stick,Glue Glue Stick,1,
Small stapler for pencil case,Small stapler,1,
Dictionary & Thesaurus for school,Dictionary Thesaurus,1,
Per%cM sharpen kwicl1 COve'r>
w ite cut —,cut,1,
Canvas or vinNA Tote,Canvas Tote,1,
when switching c\asss
caV ry b0644
3 boxes of tissues,tissues,3,boxes
3 boxes of baby wipes,baby wipes,3,boxes
3 colts of paper towels,colts paper towels,3,
1 bottte hand sanitmer,hand,1,
