Input,Product,Quantity,Tags
"I;` 1,illu _ School Supply List"
7 black and white composition notebooks (put your,and composition notebooks,7,"black,white"
child's name on it),child name,1,
10 2 - plastic folders (a variety of colors),plastic folders,10,
3 packs of pencils (these will be distributed,pack pencils,3,packs
throughout the school year)
1 pack of blue and black pens,and pens,1,"pack,blue,black"
2 -3 large pink erasers,large erasers,2,pink
1 hand held pencil sharpener,hand held pencil sharpener,1,
1 box of markers (regular or thin),markers,1,box
1 box of colored pencils,colored pencils,1,box
1 pack of dry erase markers,dry erase markers,1,pack
1 pack of crayons,crayons,1,pack
3 packs of Post -its notes,pack Post its notes,3,packs
1 12inch ruler,ruler,1,
1 pack of post -its,post its,1,pack
1 pack of glue sticks,glue sticks,1,pack
1 pack of black sharpies,sharpies,1,"pack,black"
1 box
of gallon size or refit,size refit,1,gallon
1 box - sandwich bags,sandwich bags,1,box
