Input,Product,Quantity,Tags
G SUPPLY LIST 2015-----1-301„„----- list fox -ade?4,2015 301 fox,4,
"n preparation for the -��-_.--e _. l - 2016 school year, here is the su 1",preparation,1,
Thank you for your support,Thank you,1,
r�3. 3 R.ntr binder mUS,binder,1,
t be that size (r - be shared v►iith an subject)
Zilk 2 (70 pages) Spiral notebooks,Spiral notebooks,Multiple,
Ilk 2 Notebook diviArrs,Ilk Notebook,1,
"and 8th grade ,Advanced Sc all a rs int© the",and Advanced all int the,1,
3 (70 pages) Spiral notebooks with a plastic cover as we tap P pe,Spiral notebooks,3,
notebook and the cardboard corers tend to rip offt/v Ca cl # e
nth Note: All grade 8 math classes must have a TI -84 Plus Graphing to
(E.Vrio- GPO,GPO,1,
3 Ring binder,Ring binder,3,
1 Spiral notebook (Mrs. Shoemaker's and Mr. Westbrook's classes) II is recommended)
F tive numbers,numbers,Multiple,
"3. ,�lC+ Capable o square roots & ga",Capable square roots,3,
4. 1 dry erase marker or 1 box of dry erase markers,dry erase marker dry erase markers,4,box
lArrierican
I. 3 R;n f binder (e innot be shared with another subject),binder,1,
. 5 Colored dividers,Colored dividers,5,
Spiral notebook,Spiral notebook,1,
E ?;
1. 3 Ring binder (i nnot be shared with another subject),Ring binder,1,
16 5 Dividers with tabs & labels,Dividers,16,
Spiral notebook,Spiral notebook,1,
4. Inds cards,cards,4,
Critical Reflingi
1. 3 Rin bindpr (ran be shared with another subject)
2. 5 Dividers,Dividers,2,
3. Pocket folder,Pocket folder,3,
ik Spiral notebook,Spiral notebook,1,
Advanced Research/Cycic,Advanced Research,1,
1. Pocket folder,Pocket folder,1,
GENERAL SUPPLIES FOR ALL CLASSES
SOME OF THESE SUPPT TES VAiL NEED TO BE REPLENISHED AT THE BEGINNING OF,SOME THESE NEED REPLENISHED THE BEGINNING,Multiple,
EACH MARKING PERIOD.
1. Pencil case to be used for all classes 8. Riiter with inches & renr;meters
2. Colored pencils (2 packs) 9. Erasers large (4),Colored pencils packs Erasers large,2,
3. Colored markers (1 pack) 10.1-figbli titers (4),Colored markers pack titers,3,
4. Pens (1 dozen) 11. Hand bP1d pencil sharpeners (2),Pens dozen Hand pencil sharpeners,4,
5. Pencils (2 dozen per marking period) 12. Index cards (1 pack),Pencils per marking period Index cards,5,dozen
6. Glue sticks (4) 13. Notebook paper (2 rem),Glue sticks Notebook paper,6,
7. USB flash drive (can be used for multiple classes),flash drive,7,
+nateriale occasional for certain projects. Since the
You may have to purchase occasionally
"school district does not provide tissues for the district, we would appreciate it if A"
students would bring in two boxes of tissues for their homeroom teacher each
marking period. Thanks in advance.
