Input,Product,Quantity,Tags
Full Day Kindergarten
U
o
n
❑
n
8 wide dry erase markers - black,wide dry erase markers,8,black
6 large glue sticks,large glue sticks,6,
2 dozen #2 pencils (sharpened),pencils,2,dozen
4 boxes 24 regular crayons,regular crayons,4,boxes
4 sturdy pocket folders (no fasteners),sturdy pocket folders,4,
1 box facial tissue,facial tissue,1,box
1 pair gym shoes for physical education days,gym shoes,1,pair
1 supply box
1 box 8 classic washable markers,classic washable markers,1,box
1 spiral notebook (70-100 pages),spiral notebook,1,
2 highlighters,highlighters,2,
1 pair 5 -inch blunt tip scissors,inch blunt tip scissors,1,pair
1 pair headphones or earbuds,headphones earbuds,1,pair
1 art shirt,art shirt,1,
1 box quart or sandwich size Ziploc bags (girls),quart sandwich size Ziploc bags,1,box
1 box gallon size Ziploc bags (boys),size Ziploc bags,1,"box,gallon"
