Input,Product,Quantity,Tags
"o 1 Red 1"" binder",binder,1,"1"",Red"
"o 1 Green 1"" binder",binder,1,"1"",Green"
"o 1 Blue 1"" binder",binder,1,"1"",Blue"
"o 1 Black 1"" binder",binder,1,"1"",Black"
o 1 Green 180 count 5 subject spiral notebook,180 subject spiral notebook,1,Green
o 1 Blue 180 count 5 subject spiral notebook,180 subject spiral notebook,1,Blue
o 7 folders with holes (assorted colors),folders,Multiple,
"o Fiskars 5"" sharp scissor",sharp scissor,1,"5"""
o 2 glue sticks,glue sticks,Multiple,
o 1 bottle of glue,glue,1,bottle
o 32 count assorted sharpie permanent marker,assorted sharpie permanent marker,1,
o 1 package of crayons,crayons,Multiple,package
o 1 package of colored pencils,colored pencils,Multiple,package
o 2 packages of pens (1 each- blue and black- may be erasable,pens,Multiple,"packages,blue"
o 3 packages of # 2 pencils,pencils,Multiple,packages
o 1 package of 9 X 15 50 ct. assorted construction paper,assorted construction paper,1,package
o 1 pencil case,pencil case,1,
o 2 packs of loose leaf paper,pack loose leaf paper,1,packs
o 3 boxes of tissues,tissues,Multiple,boxes
"o 1 plastic ruler- 12"" stand. and metric",plastic ruler stand and metric,1,"12"""
o 1 gallon Ziploc bags,Ziploc bags,Multiple,gallon
o 4 packages of binder dividers,binder dividers,Multiple,packages
o 2 packs of reinforcements,pack reinforcements,Multiple,packs
o 3 pack of post it notes,post notes,Multiple,pack
o 1 USB
o 5 colored highlighters,colored highlighters,Multiple,
o 1 pencil sharpener with receptacle,pencil sharpener,1,
PLEASE BRING ALL SUPPLIES ON THE FIRST DAY OF SCHOOL.
THANK YOU!,THANK YOU,1,
