Input,Product,Quantity,Tags
Math Supplies
• 2 Graphing,Graphing,2,
Notebooks,Notebooks,Multiple,
• 1 Box of #2
pencils,pencils,Multiple,
• 16 inch Ruler,inch Ruler,16,
• Index cards,Index cards,Multiple,
• Erasers,Erasers,Multiple,
• 2 Folders,Folders,2,
"DU E: "" iursc ay"
Septem 3er 7 2017
Science Supplies Social Studies ELA Supplies,Science Social Studies,Multiple,
Supplies
• 2 Folders,Folders,2,
• 1 Notebook,Notebook,1,
• 1 Binder,Binder,1,
• Post -its,Post its,1,
• Index cards,Index cards,Multiple,
• Pencils,Pencils,Multiple,
• Pens,Pens,Multiple,
• Highlighter,Highlighter,1,
• 2 Notebooks,Notebooks,2,
• 2 Folders,Folders,2,
• Pens,Pens,Multiple,
• Post -its,Post its,1,
• Index cards,Index cards,Multiple,
• Colored,Colored,1,
Pencils,Pencils,Multiple,
• 3 Folders:,Folders,3,
"1 Red,",Red,1,
"1 Yellow,",Yellow,1,
1 Green
• Post -its,Post its,1,
• Highlighters,Highlighters,Multiple,
• Pens,Pens,Multiple,
• Pocket,Pocket,1,
dictionary (Dual
Language),Language,1,
• 1 Notebook,Notebook,1,
• 1 USB Flash,Flash,1,
storage device,storage device,1,
• Colored Pencils,Colored Pencils,Multiple,
• Binder Rings,Binder Rings,Multiple,
DUE: Monday,DUE Monday,1,
"September nth ,2017",nth,2017,
Homeroom Supplies,Homeroom,1,
• 2 Boxes Facial Tissues,Facial Tissues,2,Boxes
• 2 Pa Towels,Towels,2,
• Antibacterial wipes,Antibacterial wipes,Multiple,
• 1 Antibacterial Hand Sanitizer,Antibacterial Hand Sanitizer,1,
• 2 packages o Printing Paper,Printing Paper,2,packages
• Headphones,Headphones,Multiple,
Art supplies
• 2 packages
of baby,baby,1,
wipes,wipes,Multiple,
• 1 box of
pencils,pencils,Multiple,
• 1 package of
printing,printing,1,
paper,paper,1,
• 1 package of
erasers,erasers,Multiple,
• sharpener,sharpener,1,
• 1 package of
glue sticks,glue sticks,Multiple,
• 1 package of
paper towels,paper towels,Multiple,
Science laboratory SuppV,Science laboratory,1,
• 1 package of paper towels,paper towels,1,package
• 1 box of tissues,tissues,1,box
• 1 package of Antibacterial wipes,Antibacterial wipes,1,package
