Input,Product,Quantity,Tags
ps48q.org
. . . . . . . . . . . . . .
School Supply List
2017-2018
• 8 folders,folders,8,
• 5 notebooks,notebooks,5,
• 1 pencil box,pencil,1,box
• 4 dry erase markers,dry erase markers,4,
• 4 glue sticks,glue sticks,4,
• 1 child scissor,child scissor,1,
• 2 boxes of 24 PRE -sharpened pencils,sharpened pencils,2,boxes
• I pack of wipes,wipes,Multiple,pack
• 8 oz. container of hand sanitizer,ounce hand sanitizer,8,container
• 1 box of facial tissues,facial tissues,1,box
• 1 box of gallon size Ziplock bags,size Ziplock bags,1,"box,gallon"
• 1 manual pencil sharpener,manual pencil sharpener,1,
• 1 set of ear buds,ear buds,1,set
