Input,Product,Quantity,Tags
67u 6  List
- 24 #2 Pencils,Pencils,24,
- 1 Box of Pens (Blue or Black ink),Pens,1,"Box,Black"
- Extra Erasers,Extra Erasers,Multiple,
- 5 Folders (1 per Subject),Folders,5,
- 5 Composition Notebooks (1 per Subject),Composition Notebooks,5,
- 1 Homework Pad,Homework Pad,1,
- Crayons,Crayons,Multiple,
- Colored Pencils,Colored Pencils,Multiple,
- Sciccors
- 3 x 5 Index Cards,Index Cards,3,3 x 5
- Glue Stick,Glue Stick,1,
- Pencil Case,Pencil Case,1,
- 1 Pack of Loose Leaf P,Loose Leaf,1,Pack
- Highlighters,Highlighters,Multiple,
- 1 Pack of bry 1 Bottle of a ci Erase Markers,Erase Markers,1,"Pack,Bottle"
� Sartiti=
1 Bo of Tissue,Tissue,1,
' ofPaper Towels,Towels,Multiple,
1 Great Attitude!,Great Attitude,1,
a
. s
