Input,Product,Quantity,Tags
"bc\ 3c,n o"
"t llAAA4 D , a"
Back to School Supply List - Kindergarten
"- 12 arge I;wlite, not Dur 3 e) I. mer's 6'ue Stic",mer,1,
- 1 box o1' 8 arge Crayo 'a Crayons (not jumbo),Crayons,1,box
- 1 box of 24 Crayo a Skinny Crayons,Skinny Crayons,1,box
- 1 Sac k of 8 Crayo a Markers (primary co ors),Sac Markers,1,
- 1 Dac k o1 Crayo 'a Skinny Markers,Skinny Markers,1,
-1 pack of -12 co ored Denci s
"-1 8x11 s Dira bound' sketc,'i Dac (un 'inec w site Da Der)",bound,1,8x1
- 1 box o1' tissues •,tissues,1,box
-2 !Dackages o1= unscented baby wi Des I;any branc),unscented baby Des any,2,
-2 containers of disinfecting wi Des (any brand'),disinfecting Des,2,containers
- 1 ro ' of 'Doper towe s,Doper,1,
-1 package of na 3 kins,kins,1,package
