Input,Product,Quantity,Tags
dt_Sunoly list
1 of 1
and otebooks - No binders or trappers (recommended -,and binders trappers,Multiple,
I!Scholastic notebooks),Scholastic notebooks,Multiple,
":kages of loose-leaf paper (wide ruled) - 2 for school, 1 for home",loose leaf paper,1,
:kage of white copy paper,copy paper,1,white
age of 12 pencils (no lead pencils please),age pencils,Multiple,
Holy box,Holy,1,box
:kage of assorted colored construction paper,assorted colored construction paper,1,
dders(with pockets)
x of gallon size boggles,size boggles,Multiple,gallon
"ons, markers, colored pencils, scissors, tape, glue stick, and a 12 -"
ruler,ruler,1,
'sable marker with a clean sock or eraser (Dry Erase or Expo),sable marker,1,
smock (an old shirt is fine),smock,1,
ral packages of Post -Its (to be replenished throughout the year),Post Its,1,packages
xes of tissues,tissues,Multiple,
Is of paper towels,paper towels,Multiple,
:kages of baby wipes,baby wipes,Multiple,
ale of hand saniuzer,ale hand,1,
"cots need to be able to carry supplies on their own, so it's okay to"
"in a few items at a time. However, please have notebooks and"
ils sent in as soon as possible.
Thank you! See you in September!
