Input,Product,Quantity,Tags
"i l gal: uP!,I LIMA."
(:range Elementary- School,range,1,
Pre -Kindergarten Supply List
2017-2018
Personal Student Supplies:
• 2 packs of primary crayons (8 count),pack primary crayons,2,packs
• 4 jumbo glue sticks,jumbo glue sticks,4,
• 2 marble composition notebooks,marble composition notebooks,2,
• 2 black dry erase markers,dry erase markers,2,black
"• A complete change of c1ui1►es (urrdc►wcar, socks, pants/shot and a shut",complete change,1,
bag labeled with the child's name ��� a,bag labeled,1,
• Lunch box for snack time,Lunch,1,box
• Backpack,Backpack,1,
