Input,Product,Quantity,Tags
1st Grade:
72 #2 Denci s
pair D un1: 1 D scissors,scissors,Multiple,pair
�3 in eve erasers,eve erasers,3,
3 poxes 2z. count: crayons,poxes crayons,3,
2z. ue sticks,sticks,2z,
Doti: e E mer's is uic g ue,Doti mer,1,
2 rec D astic . c ers wil:1 Dracs anc Doc <els,rec Doc els,2,
2 ye ow D astic 1'o c ers witi pracs anc Doc'Cets,Doc,2,
"2"" ruer"
1 container anti bacteria wipes,anti bacteria wipes,1,container
container land wi Des ( s on y,land Des,Multiple,container
1 box zip ock ga on bags ( on y,zip bags,1,box
boxes of tissues,tissues,Multiple,boxes
1 pencil box,pencil,1,box
4 Expo dry erase markers,Expo dry erase markers,4,
1 pack 12x18 manilla paper,paper,1,"12x1,pack"
1 pack 9x12 manilla paper,paper,1,"9x1,pack"
1 pack 9x12 colored construction paper,colored construction paper,1,"9x1,pack"
