Input,Product,Quantity,Tags
Q Messages •••••,Messages,Multiple,
8:41 AM 1 * 35% 5_1.
schools.cms.k12.nc.us
"✓1 c/ A%• %.01.11169,11 LIJ%",69,1,
Dark Elementary,Dark,1,
017-2018
Personal Supplies (label with your child's
name),name,1,
1 -pack of markers,pack markers,1,
1 -soft pencil pouch,soft pencil pouch,1,
1 -spiral notebook (70 pages),spiral notebook,1,
1 -clipboard,clipboard,1,
5 -composition notebooks,composition notebooks,5,
1-1 and '/% inch binder,and inch binder,1,
1 -sturdy 3 -hole punched folder,sturdy hole punched folder,1,
"5-2 pocket, vinyl folders with",pocket vinyl folders,5,
brads/prongs),brads prongs,Multiple,
"(red, green, yellow, blue, purple)",red green yellow blue purple,1,
1 -box of crayons,box crayons,1,
1 -box of colored pencils,box colored pencils,1,
1 -pack of plastic sandwich bags,pack plastic sandwich bags,1,
1 -pair of small headphones or earbuds,pair small headphones earbuds,1,
1 -reusable grocery bag,reusable grocery bag,1,
