Input,Product,Quantity,Tags
Grade 2
ARBOR HEIGHTS,ARBOR HEIGHTS,Multiple,
E L E M E H T A B Y 2017-2018 School Supply list
Please bring your supplies to Meet & Greet or the first day of school. You are welcome to reuse
supplies in good condition.,good condition,1,
"If your family needs assistance with items on this list, please contact Rosslyn Shea, Arbor Heights'"
Counselor/Social Worker at rashea esc ho ils_o1j or 206-252-9250. All requests will be kept
in confidence.,confidence,1,
• 8 Elmer's glue sticks,Elmer glue sticks,8,
• 2 Elmer's white glue bottles,Elmer glue,2,"white,bottles"
• 24 Ticonderoga yellow P2 pencils,Ticonderoga pencils,24,yellow
• 6 pink erasers (Pink Pearl or similar),erasers,6,pink
• 1 box (24 count) of Crayola crayons,Crayola crayons,1,box
• 1 box (8-10 count) of Crayola classic,Crayola classic,1,box
colored markers,colored markers,Multiple,
"• 4 Expo thick black dry -erase rnarkttr,",Expo thick dry erase,4,black
• 2 packages of 3x3 Post -It Notes,Post Notes,2,"3x3,packages"
• 2 wide -ruled spiral notebooks,wide ruled spiral notebooks,2,
• 2 wide -ruled composition notebooks,wide ruled composition notebooks,2,
• U-.vr ELI V1L.1 .JIL,ELI,1,
2 pocket folders,pocket folders,2,
1 package of hand wipes,hand wipes,1,package
(unscented)
• 1 package of disinfectant wipes,disinfectant wipes,1,package
• 2 boxes of Kleenex,Kleenex,2,boxes
▪ 1 -.: - l - -
• 1 box of band -aids,band aids,1,box
•
Individual classroom teachers may have additional requests that will be communicated
directly to the families in their class
Arbor Heights Elementary or the Arbor Heights PTA receives a percentage of qualifying
purchases from these retailers:
"• Office Depot (provide SChriot IL 71,107440 at Checkout)",Office Depot,1,
"• Amazon (use this link r 'rl, /,",Amazon,1,
"- r.- J &A.. II .- L, . "" AN' r . ."
"-l. ,-...l1 Eli / it. . , ♦- . L/ rl.",Eli,1,
b flJrf-• sllolppiny)
• to
