Input,Product,Quantity,Tags
FOURTH GRADE School Sum)lies,lies,Multiple,
Please LABEL THE OUSIDE OF THE SHOPPING BAG with
YOUR CHILDS NAME AND GRADE.,YOUR NAME AND,1,
Keep in mind that supplies will be shared with the class
The following can be nurchased through SchoolKidz — see attached form.
You may also choose to huv all sunnlies on vour own.
• I boxes of Crayola Crayons 24 count,Crayola Crayons,Multiple,boxes
• I Box Thick Crayola Washable Markers,Thick Crayola Washable Markers,Multiple,Box
• 9 Black and White marble notebooks — No spirals,and marble notebooks spirals,9,"Black,White"
"• 7 Two Pocket PLASTIC Folders Solid Colors (I Yellow, I Green, I Blue.",Two Pocket PLASTIC Folders Solid Colors,7,
"I Orange. I Red, I Purple. I Black)"
• 3 Dozen Mechanical pencils or sharpened pencils for the class.,Mechanical pencils sharpened pencils,3,Dozen
• I Elmer's glue stick,Elmer glue stick,1,
• I reams of copy paper
• 2 box of blue or black erasable pens,erasable pens,2,"box,blue,black"
• I Pencil Case,Pencil Case,1,
The fnllowine must he nurchased nn vour own:
• I bottle of Liquid Hand Sanitizer,Liquid Hand Sanitizer,1,bottle
• 2 Containers of Lysol Wipes or Clorox Wipes,Lysol Wipes Clorox Wipes,2,Containers
• 3 rolls paper towels,paper towels,3,rolls
• 3 boxes Kleenex facial tissue,Kleenex facial tissue,3,boxes
• 2 boxes of Ziploc bags - GALLON,Ziploc bags,2,"boxes,GALLON"
• I box Ziploc bags — QUART
