Input,Product,Quantity,Tags
RRMS Eighth Qrade Slinniv List Wt314-2015
"Suoolres Needed for All Clguggh1e blare. Kleenex (optional)loose leaf paper. colored pencils. #2 pencils. pens. red pens. highlighters,"
English
accordion folder (four or more sections),accordion folder,1,
sharpies,sharpies,Multiple,
American History
3 ring binder (minimum 1,ring binder,3,
3 x 5 Index cards,Index cards,3,3 x 5
I subject spiral notebook,subject spiral notebook,1,
8th grade math
A 1 inch bender,inch bender,1,
4 Dividers,Dividers,4,
"Hole reinforcer; (optional, yet recommended)",Hole reinforcer,1,
Graph Paper,Graph Paper,Multiple,
TI -83 or TI -84 (plus &: silver edition is a4 - tad)
An EXTRA supply of 4 AAA batteries OR charging cold
"A non -graphing, scientehic calculator (T1-30X11S is a good"
Ruler,Ruler,1,
Dry erase marker,Dry erase marker,1,
Scissors,Scissors,Multiple,
Tape or Glue stick,Tape Glue stick,1,
Alaebra 1
A 1 --2 inch bender,inch bender,1,
4 Dividers,Dividers,4,
Hole reinfc cers (opti t l ended),Hole,1,
Graph. Paper,Graph Paper,Multiple,
Ti -83 or Tr -84 graphing ca uIato (p us & silver edition is accepted:)
An EXTRA supply of 4 .AAA batteries OR charging cord
"A non -graphing. scienti1c calculator (T1-30XIIS is a gad oile,)"
Ruler,Ruler,1,
Dry erase maker:,Dry erase maker,1,
Scissors,Scissors,Multiple,
Tape or Glue stick,Tape Glue stick,1,
"An EXTRA LARGE book c either d h or paper bag, or° s miler material)"
Hong(,Hong,1,
A 1 Yr2 inch binder,inch binder,1,
5 dividers,dividers,5,
Hole Reinforcer S (o nai yet recommended),Hole Reinforcer,1,
Graph Paper,Graph Paper,Multiple,
ruler,ruler,1,
prof r; cl r,prof,1,
compass,compass,1,
Ti -83 or Tt-84 graphing calculator (plus & sib edition is accepted)
An EXTRA supply of 4 AAA batteries OR ragging cord
"An EXTRA LARGE book covet(either cloth or paper bag, or similar ma t I1)",EXTRA LARGE book covet,1,
