Input,Product,Quantity,Tags
( FIRST GRADE SUPPLY LIST
• '3 um Do G ue <s
• 60 Cenci s (sarDefleC)
• sac < Denc eraser caps,sac eraser caps,Multiple,
"• 2 -""wo-'oc <e =o cers (D as c, so ic"
co ors),ors,Multiple,
"r �• Se"" - �' n Was la D e Markers",Was Markers,Multiple,
"Se"" Thic< Was la D e Mar <ers",Was Mar,1,
"3 3oxes o"" 2z. coum Crayons",Crayons,3,
Sees Co orec 'enc'ii s
2 Scissors,Scissors,2,
""" 3roac "" D Ye ow - ic l is Ter"
"• "" pair o'` leac D pones",pones,Multiple,pair
II •
• r>.44r
"• "" SuDDy 3ox"
• 3ox Min Dry Erase Marers (3 ac c),Min Dry Erase,3ox,
• b sac < 3x3 - no -,sac,1,3x3
D ease -- ice a a your c li c 's su D D ies,ease ice your,1,
"ou` o -- wra D Der, D ace a 0 -",Der ace,1,
-- in a arc�ii oC< Dag and wr,arc Dag ,1,
your c')i c 's name on -- Dag.,name Dag,1,
