Input,Product,Quantity,Tags
"iday, 9-8-17"
*3 marble notebooks,marble notebooks,3,
*2 packages of number 2 pencils (sharpened) Paper Mate or Mead (no fancy lead penc,number pencils sharpened Paper Mate Mead,2,packages
*4 folders,folders,4,
*1 package of colored pencils,colored pencils,1,package
*1 bottle of glue (elmers),glue,1,bottle
"day, 9-11-17",day,17,
*2 packages of crayons 24 pack is plenty;«,crayons plenty,2,"packages,pack"
*1 safety scissor I;Fiskars-blunt edge),safety scissor blunt edge,1,
*4 Elmers glue sticks,Elmers glue sticks,4,
*1 package of Crayola markers (fat washable),Crayola markers,1,package
"sday, 9"
*2 packages of dry -erase markers f * white boards,dry erase markers boards,2,"packages,white"
*2 rolls of paper towels,paper towels,2,rolls
i
*1 bottle hand soap,hand soap,1,bottle
*1 box of tissues,tissues,1,box
"nesday, 9"
*1 box .of- bags (gallon size),bags,1,box
*2 packages of baby wipes,baby wipes,2,packages
*Change of clothes labeled with your child's name in a large ziploc bag,Change clothes labeled,Multiple,
"(t -shirt, sweat pants, socks, change.of underwear)"
"lay, 9-14-17",lay,17,
*1 package of construction paper,construction paper,1,package
*1 bottle of hand sanitizer,hand sanitizer,1,bottle
r
1104-40110
* 1 set of headphones (Please write your child's name on th,headphones,1,set
permanent marker;,permanent marker,1,
happy healthy and safe summer..,happy healthy and safe summer,1,
We look forward to meeting with you in SeptembE
of
