Input,Product,Quantity,Tags
GRADE 6 SUPPLIES
' 3 -inch binder,inch binder,3,
_oose lea paper & divic ers,lea paper,1,
3 one-sub'ec.- spira no,one sub,3,
4 pocke. ''o ders
Colored penci s and crayons,Colored and crayons,Multiple,
2 box o'= ' -
box o'= c ear s lee proecors (Ma --,ear lee,1,box
"pencil case ir* 1 .. Free ho es ""o i'i in b1ncer ""o ho d"
your ma s on a dai y basis as is be ow:
• Dens 1; 3 ue & 3 acK,Dens,Multiple,
• Denci's 1; 1 - schoo year;,year,1,
• Glue Saicks,Glue,1,
• dry erase markers ; 1 .. school year;,dry erase markers year,Multiple,
• ig 1 ig Yers 1; lroug 1 .. le schoo year;,year,1,
