Input,Product,Quantity,Tags
1 of 1
d
ERGA
o 2 boxes tissues (200 ct),tissues,Multiple,boxes
o 1 8oz. hand sanitizer,hand sanitizer,1,
"o 1 5""x 8"" plastic school box",plastic,1,"5"",box"
o 3 hoxes crayons (24 ct) *,crayons,Multiple,
o 1 box wide washable markers,wide washable markers,Multiple,box
(8-10 ct) *
o 2 solid variety -colored pocket,solid variety colored pocket,1,
folders (3 brads),folders,Multiple,
❑ 2 pkgs :2 pencils (12 ct),pencils,2,
❑ 1 large eraser,large eraser,1,
o 1 4 oz. bottle white glue,ounce glue,1,"bottle,white"
o 8 large glue sticks,large glue sticks,Multiple,
o 1 pair blunt -nosed metal scissors,blunt nosed metal scissors,Multiple,pair
o 1 pkg colored construction paper,package colored construction paper,1,pkg
o 1 pkg manila paper
❑ 1 box zip lock bags (quart),zip lock bags,1,box
o 1 box zip lock bags (gallon),zip lock bags,Multiple,box
❑ 4 composition hooks (wide -ruled),composition hooks,4,
100 sheets 71/2 x 91'4,sheets,100,2 x 9
❑ 1 pair of ear buds,ear buds,1,pair
FIRST GRADE
❑ 2 hoxes tissues (200 ct),tissues,2,
"., 1 14"
