Input,Product,Quantity,Tags
GEORGETOWN MIDDLE SCHOOL,GEORGETOWN MIDDLE,1,
Supply List
"A (.'rruil,ri Ilion Notobooks"
2 1 hfor 1'ionpE fl I'oukcl I olciors
1 crrarat Ittif Ncilthook lauhor
I'r-rltralls fii 1 I4ltit or (Block Ins
Jump I)i1vri
Gcwoir1cl I null Shnrponoi',null,1,
Iwo 1 1/2 Inch Thl oc iliIng l3kidors,Inch,1,
Colors cal ('molls,Colors cal,Multiple,
DIvIdors
Index Cards,Index Cards,Multiple,
§IGHTH-GRADg
Pens (black or blue),Pens,Multiple,
Loose-leaf Notebook Paper (College Ruled),Loose leaf Notebook Paper,1,
4 Three -Ring binders,Three Ring binders,4,
4 Marbled Composition Notebooks,Marbled Composition Notebooks,4,
Graphing Paper
Scientific Calculator,Scientific Calculator,1,
SEVENTH -GRADE
"2 Three -Ring Binders i ' ,/"
Dividers,Dividers,Multiple,
4 Composition Notebooks,Composition Notebooks,4,
Construction Paper,Construction Paper,1,
# 2 Pencils and Colored Pencils,Pencils and Colored Pencils,2,
Note cards,Note cards,Multiple,
Highlighters,Highlighters,Multiple,
Glue Sticks,Glue Sticks,Multiple,
Pocket Folder and Large Eraser,Pocket Folder and Large Eraser,1,
Jump Drive,Jump Drive,1,
"Pens ( blue or black, and red)",Pens,Multiple,blue
Loose-leaf Notebook Paper v,Loose leaf Notebook Paper,1,
Yellow Highlighters,Highlighters,Multiple,Yellow
Jump Drive,Jump Drive,1,
Tab Dividers,Tab Dividers,Multiple,
Pocket Folders,Pocket Folders,Multiple,
Ruler,Ruler,1,
Red Pen
Five Subject Notebook,Subject Notebook,Five,
Covered Pencil Sharpener,Covered Pencil Sharpener,1,
Colored Pencils,Colored Pencils,Multiple,
Glue Stick,Glue Stick,1,
"Classroom donations aro appreciated: Kleenex, Sanitizing Wipes, and/or Hand Sanitizer.",Classroom donations appreciated Kleenex Sanitizing Wipes and Hand Sanitizer,Multiple,
