Input,Product,Quantity,Tags
SEVENTH GRADE
"2 1.5"" ASST XTRALIFE D -RING VIEW BINDER",ASST RING VIEW BINDER,2,"5"""
2 5TAB MU LTI COLORED INDEX PAPER DIVIDER,COLORED INDEX PAPER DIVIDER,2,
1 WIDE RULE 8 X 10.5 FILLER PAPER 200 CT,WIDE RULE FILLER PAPER 200,1,CT
1 QUAD RULED GRAPH PAPER (4 BOXES PER INCH),QUAD RULED GRAPH PAPER,1,BOXES
2 PAPERMATE BLACK PEN MEDIUM POINT,PEN MEDIUM POINT,2,BLACK
"1 12"" 1/16"" STANDARD/METRIC PLASTIC RULER",STANDARD METRIC PLASTIC RULER,1,"12"""
"1 HIGHLIGHTERS -4 PACK (YELLOW, PINK, BLUE",HIGHLIGHTERS,1,"PACK,BLUE"
12 N0.2 TICONDEROGA PENCIL LATEX FREE,TICONDEROGA PENCIL LATEX FREE,12,
"1 CRAYOLA 7"" COLORED PRESHARPENED PENCILS 12 CT",CRAYOLA COLORED PENCILS,1,"7"",CT"
1 Soft pencil case,Soft pencil case,1,
1 3 X 3 YELLOW POST IT NOTES 4/50 $HT PADS,POST NOTES,1,"YELLOW,PADS"
2 FACIAL TISSUE 100 CT,FACIAL TISSUE 100,2,CT
EIGHTH GRADE
GREEN)
