Input,Product,Quantity,Tags
Freshman Supply List,Freshman,1,
• Loose -leaf -5 subjects/ or Five subject Spiral,Loose leaf subjects Five subject Spiral,Multiple,
• T-lwe composition -notebooks,composition notebooks,Multiple,
•. Five folders,folders,Five,
• Pens .i,Pens,Multiple,
• Pencils �f,Pencils,Multiple,
• Graphing calculator
• puler
• Colored pencil--,Colored pencil,1,
• Flash drive,Flash drive,1,
• Index Cards,Index Cards,Multiple,
• Combination lock,Combination lock,1,
All students must enter with a
bookbag daily!
"SEPTEMBER 7, 2017 - FIRST DAY OF SCHOOL",2017 DAY,1,
"w ter' P""�r4- J yYr-"
