Input,Product,Quantity,Tags
2017-2018 KINDERGARTEN SUPPLY LIST,KINDERGARTEN,2017,
***Please do not label supplies***
""
CRAYOLA,CRAYOLA,1,
Crayons,Crayons,Multiple,
Markers,Markers,Multiple,
2 BOXES OF CL?AYOLA CRAYONS,CRAYONS,2,BOXES
(48 COUNT)
2
BOXES OF SMALL CRAYOLA CRAYONS,SMALL CRAYOLA CRAYONS,Multiple,BOXES
(16 OR 24 COUNT)
4
DRY ERASE THICK BLACK MARKERS — EXPO BRAND
2 BOX THICK WASHABLE CL?AYOLA COLOR MARKERS,THICK WASHABLE COLOR MARKERS,2,BOX
2 packs of 2 FAT PENCILS ( MUST BE TICONDEROGA),pack FAT PENCILS,2,packs
Pencils Or 1 pack of 4,Pencils,4,pack
Folders,Folders,Multiple,
Scissors,Scissors,Multiple,
Glue,Glue,1,
Towel*,Towel,1,
Tissues,Tissues,Multiple,
Paper Towels,Paper Towels,Multiple,
3 Ring Binder,Ring Binder,3,
2 GREEN PLASTIC POCKET FOLDER,PLASTIC POCKET FOLDER,2,GREEN
***WITH 3 -HOLE PRONGS***
1
PLASTIC FISKARS BRAND BLUNT EDGE SCISSORS,PLASTIC BRAND BLUNT EDGE SCISSORS,1,
6 LARGE GLUE STICKS,LARGE GLUE STICKS,6,
"1 BOTTLE OF ELMER'S GLUE, 4 oz",ELMER GLUE,1,BOTTLE
1 GENTLY USED BEACH TOWEL FOR REST TIME * Please Label,GENTLY USED BEACH TOWEL FOR REST TIME Please Label,1,
3 BOX OF TISSUES,TISSUES,3,BOX
1 ROLL OF PAPER TOWELS,PAPER TOWELS,1,ROLL
1 2 INCH ECONOMY 3 RING BINDER WITH CLEAR SLEEVE COVER,INCH ECONOMY RING BINDER WITH CLEAR SLEEVE COVER,1,
*OPTIONAL CLASSROOM WISHLIST ITEMS*,OPTIONAL CLASSROOM,1,
"COLORED WHITEBOARD MARKERS, CHLOROX WIPES, HIGHLIGH IERS, INDEX CARDS,"
SHEET PROTECTORS,SHEET PROTECTORS,Multiple,
