Input,Product,Quantity,Tags
` Henry . .,Henry,1,
Ford A,Ford,1,
""
for C re a t i v e. S.TUDIES
High School (grades 9-12) Suggested School Supplies,High Suggested,1,
❑ 6 spiral notebooks (one per subject),spiral notebooks,6,
[] 6 pocket folders w/ middle brackets,pocket middle brackets,6,
CI loose leaf paper,loose leaf paper,1,
[] black/blue/red pens,black blue red pens,Multiple,
[] pencils (mechanical recommended),pencils,Multiple,
�] 2-4 highlighters (varied colors),highlighters,2,
[] erasers,erasers,Multiple,
LJ pencil sharpener,pencil sharpener,1,
�] flash drive (suggest 8G),flash drive,1,
O basic calculator,basic calculator,1,
U box of kleenex (For community use)
�] hand sanitizer (For community use),hand sanitizer,1,
Art Supplies
"❑ 1 Art sketch book, size 8.5 x 11",Art sketch book size,1,5 x 1
C drawing pencils
r fine tip colored markers (8ct),fine tip colored markers,Multiple,
T'1 colored pencils (24ct),colored pencils,Multiple,
r pencil case or pouch,pencil case pouch,1,
fl 3 glue sticks,glue sticks,Multiple,
fl white eraser,eraser,1,white
CI 1 -in. wide blue tape (painters tape),wide tape,1,blue
rscissors
Q ruler,ruler,1,
