Input,Product,Quantity,Tags
"1 ""- JI IC1L.1� JILL LINIUC. [Jrdrlu oagS",JILL,1,
BOYS,BOYS,Multiple,
1 - box of 2 gallon size Ziploc Brand bags,size Ziploc Brand bags,1,"box,gallon"
1— sandwich size Ziploc brand bags,sandwich size Ziploc brand bags,1,
Everyone,Everyone,1,
24-32 - glue sticks,glue sticks,24,
1- Fiskar brand scissors,Fiskar brand scissors,1,
4 - boxes 24 count Cravola crayons,crayons,4,boxes
1 - box of gallon size Ziploc bags,size Ziploc bags,1,"box,gallon"
1 - box of quart size Ziploc freezer bags,quart size Ziploc freezer bags,1,box
1 - box baby wipes ( For girls a total of 2),baby wipes,1,box
1 - full size box of tissue,full size tissue,1,box
1 - plastic pencil box (Approximately 8x5),plastic pencil,1,"8x5,box"
2-4 Ticonderoga My First Number 2 pencils,Ticonderoga Number pencils,2,
2 — large pink erasers,large erasers,2,pink
1 - 7oz. bottle of Germ -X alcohol free hand sanitizer,Germ alcohol free hand sanitizer,1,bottle
1- 4 pack black dry erase markers,dry erase markers,1,"pack,black"
1 - full size backpack (no rollers),full size backpack,1,
1 —Mead Early Learning Primary Journal,Mead Early Learning Primary Journal,1,
1 Box of PLAIN Band -aids,PLAIN Band aids,1,Box
"Additional Items Needed, but not required",Additional Needed but not required,1,
Paper plates,Paper plates,Multiple,
Brown paper lunch bags,paper lunch bags,Multiple,Brown
White paper lunch bags,paper lunch bags,Multiple,White
Napkins,Napkins,Multiple,
Lysol wipes,Lysol wipes,Multiple,
*nn MCT 1 ARF'I INDIVIDUAL SUPPLIES -- SEND ALL ITEMS
