Input,Product,Quantity,Tags
Third Grade
Please label with first 81ast name,Please label,1,
Backpack,Backpack,1,
"1 nylon, zippered penci pouch with viny window",nylon zippered pouch,1,
1 set personal headphones,headphones,1,set
1 pair Fiskar scissors,Fiskar scissors,1,pair
2 boxes 24 -count Crayo la crayons,crayons,2,boxes
1 Durable View Binder r;1 inch),Durable View Binder inch,1,
"8-10 heavy duty, non -4 are page protectors",heavy duty non are page protectors,8,
2 W J E rue Composition books,rue Composition books,2,
3 WIDE rule spira notebooks a id co ors —no,WIDE rule notebooks ors,3,
"logos, no designs)",logos designs,Multiple,
3 p astic pocket folders without prongs i;so id,pocket folders without prongs,3,
co or: Green or Red)
2 boxes 24 -count Dixon Ticonderoga ye ow,Dixon Ticonderoga,2,boxes
penci s l;sharpened;E,sharpened,1,
1 pkg. of Pink Pearl Erasers,Pearl Erasers,1,"pkg.,Pink"
1 pkg. Mu tipack glue sticks,glue sticks,1,pkg.
1 bottle Elmer's g ue,Elmer,1,bottle
"2 pkgs 4 -count chise point b ack, ow odor, dry -",point odor dry,2,
erase markers,erase markers,Multiple,
"2 reams 8.5""xl 1"" white OR co ored copy paper",reams copy paper,2,"5"",white"
1 pkg. WIDE rule tined notebook paper,WIDE rule tined notebook paper,1,pkg.
1 pkg hand4tiendIy wipes or Clorox wipes,package wipes Clorox wipes,1,pkg
1 bott e hand sanitizer,hand sanitizer,1,
3 boxes Kleenex and/or tissues,Kleenex and tissues,3,boxes
