Input,Product,Quantity,Tags
- 24 #2 Pence s,Pence,24,
- 1 Box Pens I;B'ue or 13'ack ink),Pens ink,1,Box
Ex tea Erasers,tea Erasers,Multiple,
- 5 Folders (1 ?er Sub jectl,Folders,5,
- 5 Composition Notebooks 1'1 per S •,Composition Notebooks ,5,
Subject)
1 Homework Pad,Homework Pad,1,
- Crayons,Crayons,Multiple,
- Colored Pencils,Colored Pencils,Multiple,
- Sciccors
- 3 x 5 Index Cards,Index Cards,3,3 x 5
- Glue Stick,Glue Stick,1,
- Pencil Case,Pencil Case,1,
- 1 Pack of Loose,Loose,1,Pack
- Hig Leaf Paper,Leaf Paper,1,
rs
-
1 park of D,park,1,
"1 B ""y Erase Ma""ke",Erase,1,
- 1 Box of Hand Saniti rs,Hand,1,Box
°f Tissues =er,Tissues,Multiple,
1 ROII of Pa
1 ''eat q Per Towels,eat Per Towels,1,
Attitude!,Attitude,1,
