Input,Product,Quantity,Tags
"4&""' r Lk, �dl ilk",ilk,4,
Below is a I:ist of school supplies
"school. ease .know your c. is ,c , r aY onig in the supplies a 1"
P:
10 -- Ye _ow #2 :?enci:.s
- bi ae ):.ac. 'Sens,Sens,Multiple,
1.-rec. ?en,rec,1,
F o:. .ers wit: two i )oc: sets
--Green
3--Ye:.:o
-
-:Rec.,Rec,1,
5 Extra :Fo: c:ers of any c loice of color or :?rint,Extra any color,5,
"-- : lac: i of note' aoo: < Dose: ea17,. er",lac note Dose,1,
"Ye:1:.ow :fega pac', of paper",paper,1,
S - 131ack anck white mar'b:te notebook 1:N0 SPIRAL BOOKS,mar notebook SPIRAL BOOKS,Multiple,white
"-- : e off :c oars mnar. Kers ir4,ue or p..ac:"
host it ; lat s i isize 3 ly,host lat,1,
Scissors,Scissors,Multiple,
:)air of ear . or :leac:'n:nones,air ear nones,Multiple,
.as: c:rive 't: m c.ri re,rive,1,
:. 30x al' crayons coun(,crayons,30x,
":faxes of ga:.:,an size Zb oc 1Sags",faxes size,1Sags,
R
r(1::'s of a )er tae.:s
:Jox o1' tissues,tissues,Multiple,
"� 0x ar' C.isini ecting , tar es :",tar,1,
e oa' 3ure
"3oii, a '?urn? saa 21 iDia: or S&tsoaD'",urn,3oii,
r 7 c you : or your su: ?
We .00 orwarpositiveC. �o a Fear,Fear,1,
