Input,Product,Quantity,Tags
"equipment,",equipment,1,
"ys, g"
etc. unless per
Preschool-Tri Fold,Preschool Fold,1,
Mat pNLY-,Mat,1,
KINbERGARTEN - Miss Garlisch -,Miss,1,
Items to be shared in class:
1 LARGE Box of Kleenext (200 ct),LARGE,1,Box
Pencils (# 2 Lead w/eraser),Pencils,Multiple,
Crayons (24) Crayola Brand - Please!!!!
Fat Markers (10ct) classic colors - Crayola Brand - pleasell!I
4 Glue Sticks & 1 Bottle of Glue,Glue Sticks Glue,4,Bottle
2 Ream of 8 1/2 x 11 White Copy Paper,Copy Paper,2,"2 x 1,Ream,White"
MUST HAVE PAIR OF GYM FOR RECESS
MUST HA A PAIR OF (tenn S CH�OL A A TIMES ut all set i a
HEADPHONES HOES & socks AT s lease P
NO to
"clear plastic baggie co, ;s for Computer class, p",clear plastic,1,
th
NO large notebooks or name clearly R �Reups -
3•
ng Written on itl keepers),Written keepers,Multiple,
NO pencil sharpeners or ev in,pencil sharpeners,Multiple,
in K - grades (includes trapp
"Ames, radios, sport",Ames radios sport,Multiple,
p m grades K - teacher K -8th,teacher,8th,
m is granted by
1st GRADE - Miss Miller,Miss Miller,1st,
Back Pack
Pencils (#2 Lead) 2 pks of 10,Pencils pack,10,pks
2 Erasers (Ig Pink Pearl),Erasers,2,Pink
Washable Markers (8ct Crayola preferred),Washable Markers,Multiple,
Crayons (16 ct),Crayons,Multiple,
Colored Pencils (tall),Colored Pencils,Multiple,
Watercolors,Watercolors,Multiple,
3 Dry Erase Markers & eraser,Dry Erase Markers eraser,3,
Scissors (Fiskar for children),Scissors,Multiple,
2 Ream of 8 1/2 x 11 White Copy Paper,Copy Paper,2,"2 x 1,Ream,White"
Please no Yoga mats
Please label:,Please label,1,
Book Bag or Back Pack
1 Folder with/ bottom pockets,Folder,1,
Ruler (in. & cm.),Ruler,1,
6 Glue Sticks & 2 Elmer's White 4oz glue,Glue Sticks Elmer glue,6,White
"1 plastic shoebox or basket (approx. 13""x7""x4"" -for storage",plastic basket,1,"13"""
3 Plastic Bottom Pocket Folders (any color),Plastic Bottom Pocket Folders,3,
3-2 pocket folders with prongs (any color),pocket folders,3,
2-2 pocket folders (any color),pocket folders,2,
2 Lg. Box Kleenex (200 Ct.),Kleenex,2,Box
1 pkg. Wet wipes,Wet wipes,1,pkg.
1 box of gallon Ziplock bags,Ziplock bags,1,"box,gallon"
1 roll of paper towels,paper towels,1,roll
**Please put name on all items; before bringing to school**
