Input,Product,Quantity,Tags
Supply List For Fifth Grade
6 marble notebooks,marble notebooks,6,
2 folders,folders,2,
Loose-leaf paper,Loose leaf paper,1,
No. 2 pencils (please no lead pencils),pencils,Multiple,
Colored pens (red. black. green or blue),Colored pens,Multiple,green
Scissors / Ruler / Mini Stapler
1 box of crayons,crayons,1,box
Highlighter/ Glue Stick,Highlighter Glue Stick,1,
Pack of post -It notes,post notes,Multiple,Pack
Gibs - 1 box gallon size zip lock,size zip lock,1,"box,gallon"
Boys - 1 box quart size zip lock
2 roll of paper towels,paper towels,2,roll
2 box of tissues,tissues,2,box
1 pack of wet -wipes,wet wipes,1,pack
Liquid Handsoap - Girls,Liquid Girls,Multiple,
Hand Sanitizer - Boys,Hand Sanitizer Boys,Multiple,
Flashdrive
1 XXL Zip Lock Bag,XXL Zip Lock Bag,1,
Sketch Book for Mrs. Heffron,Sketch Book,1,
