Input,Product,Quantity,Tags
Mainieri Coleen,Coleen,1,
Re: 3rd school supply list
"Jul 5, 2017, 10:06:41 AM",Jul 2017,1,
traceyruiz30@gmail.com
Dear Ms. Ruiz:,Dear Ruiz,1,
Here is a copy of the Third Grade Supply List:
"Staples Composition Book, Marble Cover, WR, 100 Sheets, BLK 10 Ea",Staples Composition Book Marble Cover 0 Sheets,10,Ea
"C -Line Folders, Poly, 2 Pocket, 4Pk, Be/Rd/Gn/Yw 1 Pk",Line Folders Pocket,1,Pk
"Staples BULK Copy Paper, 20 Ib, 8.5"" x 11"", 500/Pk, White 2 Pk",Staples BULK Copy Paper 500,2,"5"",White,Pk"
"Staples Stick On Notes, 3"" x 3"", Yellow,100 Sht/Pd 3 Ea",Staples Stick Notes Yellow 100,3,"3"",Ea"
"Expo 2 Markers, Dry Erase, Chisel, Low Odor, Asst 4/Pk 1 Pk",Expo Markers Dry Erase Chisel Low Odor Asst,1,Pk
"CLI/Board Dudes Eraser, Dry Erase or Chalkboard 1 Ea",Board Dudes Eraser Dry Erase Chalkboard,1,Ea
"Fiskars Scissors, 'For Kids', 5"", Pointed Tip, Latex Free, Asst. 1 Pr",Scissors For Kids Pointed Tip Latex Free Asst,Multiple,"5"""
"Dixon Pencils, #2, Oriole, Sharpened, Latex Free, Dz. 4 Dz",Dixon Pencils Oriole Sharpened Latex Free Dozen,4Dozen,
"Staples Erasers, Pencil Cap, Latex Free, 12/Pk 1 Pk",Staples Erasers Pencil Cap Latex Free,1,Pk
"Crayola Crayons, Crayola, Tuck Box, 24/Box 1 Bx",Crayola Crayons Crayola Tuck Box Box,1,Bx
"Crayola Pencils, Colored, 7"", Sharpened, 12/Set 1 St",Crayola Pencils Colored Sharpened Set,1,"7"",St"
"TAPE-IT/Bazic Dictionary, Webster's, Paper, 65,000 Entries 1 Ea",TAPE Dictionary Webster Paper 000 Entries,1,Ea
"Scotties Facial Tissue, 'Scotties', Hypo -Allergenic, 200 Ct. 2 Bx",Scotties Facial Tissue Scotties Hypo Allergenic 00,2,Bx
"EDM1/SchoolKidz Paper Towels, Roll, 2 Ply, 85 Sheets 2 RI"
"Glad Storage Bags, Zipper, Freezer, Gallon, 15 Ct. 1 Bx",Glad Storage Bags Zipper Freezer Gallon,1,Bx
"EDM1/Purell ORM-D Hand Sanitizer, Gel, Pump, 8 oz. 1 Ea",Hand Sanitizer Gel Pump ounce,1,Ea
"Clorox Wipes, Disinfecting, Bleach Free, Lemon Scent, Cnstr, 35 Ct 1 Ea",Clorox Wipes Disinfecting Bleach Free Lemon Scent,1,"Ct,Ea"
"Staples Filler Paper, Wide Rule, 10,5"" x 8"", 120/Pk 1 Pk",Staples Filler Paper Wide Rule 20,1,"5"",Pk"
"Bonus Items Free ""Money From Home"" Envelopes & Student ID 1 _bets 1 EE"
I hope this is helpful. Have a wonderful summer!
"Regards,",Regards,Multiple,
Coleen,Coleen,1,
