Input,Product,Quantity,Tags
"..•"""
Please save this list to check the contents of your kit once you receive it.
desups de rec►biria.,rec,1,
"Por favor, mantenga esta Iista para verificar el contenido de su caja P",favor para,1,
Total Kit Price: !;37.00,Total Kit Price,00,
Grade: Kindergarten
Type: ALL,ALL,Type,
Important Parent Notes:,Important Parent Notes,Multiple,
Notas Importantes Para Padres,Para Padres,Multiple,
"For questions, contact Kelly Dineen via email patkellydineen@verizon.net"
Brand Name,Brand Name,1,
Staples,Staples,Multiple,
TAPE-IT/Pamson,TAPE,1,
Sargent Art,Sargent Art,1,
Crayola,Crayola,1,
Staples,Staples,Multiple,
C-Une
Elmer's,Elmer,1,
Sanford,Sanford,1,
Fcselte
Kimberly Clark
Bonus Items,Bonus,1,
