Input,Product,Quantity,Tags
1• ♦
IM•w. 1 tiw...
Strode Suit/110111,Strode Suit,110111,
1. 8 hard covered notebooks,hard covered notebooks,1,
2. 1 package of loose leaf paper,loose leaf paper,2,package
3. 8 folders,folders,3,
4. 10 pencils,pencils,4,
5. 1 red pen,pen,5,red
6. 2 black/blue pens (not erasable),black blue pens,6,
7. 1 box of crayons/colored pencils,crayons colored pencils,7,box
8. 1 box of washable markers,washable markers,8,box
9. 1 eraser,eraser,9,
10. 1 pair of scissors,scissors,10,pair
11. 1 glue stick,glue stick,11,
12. 1 package of 3 by 5 index cards ( girls bring In only),index cards,12,package
13. 14 pack of dry erase markers,dry erase markers,13,pack
14. 1 package of construction paper,construction paper,14,package
15. 1 soft zippered pencil case,soft zippered pencil case,15,
16. 2 packages of copy paper,copy paper,16,packages
17. 2 boxes of tissue,tissue,17,boxes
18. 1 box of baby wipes,baby wipes,18,box
19. 2 rolls of paper towels,paper towels,19,rolls
20. 1 box of gallon sized baggies ( boys bring in only),sized baggies,20,"box,gallon"
21. 1 flash drive,flash drive,21,
1 :15 — The Ita•Iluira• Ka•ha►tal,The,1,
I ht Si Iluul l but rca
"(4.•••••••• 1 ,Il.. .. .. ...1 1 1 1 • r"
"1 . I , , A . \ 114",4,1,
"W. 1...1. 1..1 . , ,. .."
"11•1....w NI.. -1..i......, I,•... i r 4 11//"
Parents: The supplies should be brought to school over a two day period. Supplies listed as number 1-15
brought in on the first day of school. Supplies listed as numbers 16-22 should be brought in on the secor
school. It is very important that your child be prepared with all the supplies to ensure their academic sill
***Please be aware that cluster teachers may ask for separate supplies that are not included on this lis
so much for your cooperation. We are looking forward to working with you and your child in SeptembE
"Thank You,",Thank You,1,
5 Grade Teachers,Teachers,5,
