Input,Product,Quantity,Tags
. •. A
4 •
Kincergalrten Su)) y ..ist 2017-2018,2017,2018,
""" � ;: 54T:nd in the following items labeled with your child's name:",the following labeled,54T,
r ^ r: \►'n #. ccls)
;re:: -.'g and drink in a brown lunch bag or clear Zip-Ioc (this should be sent in
;.e .1 in the following items NOT LABELED to be shared by the class:
# o her I covered marble notebooks with stitched binding,her covered marble notebooks,Multiple,
three boxes of sharpened Ticonderoga #2 pencils standard yellow,sharpened Ticonderoga pencils standard,three,"boxes,yellow"
c cne 4 pock of Ticonderoga erasable RED checking pencils,pock Ticonderoga erasable checking pencils,1,RED
d one pack of 2 large pink erasers,one large erasers,Multiple,"pack,pink"
e two boxes of thick Crayola crayons (not washable),two thick Crayola crayons,Multiple,boxes
f three boxes of thin Cravola Crayons (24 pack not washable),three thin Crayons,Multiple,"boxes,pack"
g one box of Crayola colored pencils (12 pack),one Crayola colored pencils,Multiple,box
h two Crayola primary water color paint sets with brush,two Crayola primary water color paint,1,sets
"one pair of Fiskars scissors #9416 (not toy scissors, blunt ends)",scissors 9416,one,pair
J two containers of Elmer's School Glue,two Elmer Glue,1,containers
k. 10 or 12 pack of g sticks,sticks,Multiple,pack
I. two boxes of tissues,two tissues,Multiple,boxes
m. one packa of paper napkins,one paper napkins,Multiple,
n. two bottles of liquid hand soap,two liquid hand soap,1,bottles
o. two empty frosting containers
p. two boxes of .baby wipes,two baby wipes,Multiple,boxes
q. two boxes of one gallon size Zip-loc bags,two one size Zip bags,1,"boxes,gallon"
r. one box of Quart size Zip-Ioc bags,one Quart size Zip bags,1,box
s. one 4 pack of dry erase markers (low odor),one dry erase markers,Multiple,pack
t. one unused pair of gym socks to use with dry erase markers
u. one package of white printer paper,one printer paper,1,"package,white"
v. one container of Clorox or Lysol wipes,one Clorox Lysol wipes,Multiple,container
w. GIRLS ONLY- one bottle of Lysol Spray
BOYS ONLY- one package of assorted colored construction paper,BOYS ONLY one assorted colored construction paper,Multiple,package
"x. 3 two -pocket heavy duty folders (solid colors, 1 red, 1 blue, 1 green)",two pocket heavy duty folders,1,
y. Please send in $7.00 in a labeled envelope for Scholastic PkcwS mar.: 'e,Please send labeled envelope,1,
z. two Primary Journal Notebooks (Staples brand or Mead brand),two Primary Journal Notebooks,Multiple,
*see example below
