Input,Product,Quantity,Tags
Second Grade 2017 Su
de rule List,rule,1,
100 sheets,sheets,100,
2 black and white com . osition book- erred
12 dozen Dixon Ticondero,Dixon,12,dozen
1 1 package Bic Blue Pens,Pens,1,"package,Blue"
1 1 package Bic Black Pens,Pens,1,"package,Black"
I 1 package Bic Green Pens,Pens,Multiple,"package,Green"
11 box Paper Mate flair black ma,Paper Mate flair,11,"box,black"
11 box Crayola fat markers- box of 8 8 or 16,Crayola fat markers,11,"box,box"
11 box of Crayola colored pencils- box of,Crayola colored pencils,11,"box,box"
11 box Crayola crayons- box of 16,Crayola crayons,11,"box,box"
1 package baby wipes,baby wipes,1,package
2 Elmer's glue sticks- fat,Elmer glue sticks fat,2,
1 pair of headphones- no earbuds,headphones earbuds,1,pair
11 Fiskars scissor,scissor,11,
11 ruler with inches AND centimeters,ruler,11,
16 packs of post its 3x3- multiple colors,pack post its multiple colors,16,"3x3,packs"
1 dry erase eraser,dry erase eraser,1,
110 EXPO dry erase markers- thin black,EXPO dry erase markers thin,110,black
/ 1 package 3x5 index cards,index cards,Multiple,"3x5,package"
"1 pencil supply box- app 2 1/4""H x 5 5/8""W x 8",pencil box,1,"4"""
1 Y
1 Scotch tape,Scotch tape,1,
"2 4x6"" 40 count tip wired notebook",tip wired notebook,2,"6"""
` 1 red plastic bottom pocket folder,plastic bottom pocket folder,1,red
1 orange plastic bottom pocket folder,plastic bottom pocket folder,1,orange
1 1 yellow plastic bottom pocket folder,plastic bottom pocket folder,1,yellow
1 green plastic bottom pocket folder,plastic bottom pocket folder,1,green
1 blue plastic bottom pocket folder,plastic bottom pocket folder,1,blue
1 box gallon sized Ziploc bags,sized Ziploc bags,1,"box,gallon"
Additional Supplies
&bombs/,bombs,Multiple,
Santoriello
1/4 inch binder,inch binder,1,
with 1 package of
sleeves,sleeves,Multiple,
a #2
encils shar
