Input,Product,Quantity,Tags
",pply lists please post - Outlook"
2 roll of paper towels,paper towels,2,roll
2 boxes of tissues,tissues,2,boxes
1 antibacterial hand sanitizer,antibacterial hand sanitizer,1,
1 antibacterial hand soap,antibacterial hand soap,1,
1 container disinfecting wipes,disinfecting wipes,1,container
1 pack of hand wipes,hand wipes,1,pack
Wish list for extra materials for classrccm,Wish,1,
First aid kit/band aids,aid kit band aids,Multiple,
Electric sharpener,Electric sharpener,1,
Ream of copy paper,copy paper,1,Ream
Construction paper -,Construction paper,1,
Lined paper,Lined paper,1,
3 hole puncher,hole puncher,3,
