Input,Product,Quantity,Tags
"1441""'"
2 Yellow Highlighters,Highlighters,2,Yellow
Parents Get a Copy of the 7th Grade Supply List By Teachers/Adminisl
Clicking Below Supply List By Clic
\i E -Mail Me a Copy of the Supply List
Quantity Item Notes,Quantity Item Notes,Multiple,
5 Composition Wide Ruled Notebooks,Composition Wide Ruled Notebooks,5,
1 Box of #2 Pencils or Mechanical Pencils,Pencils Mechanical Pencils,1,Box
1 Box of Blue or Black Pens,Pens,1,"Box,Blue,Black"
5 Folders with Brads and Pockets,Folders,5,
3 Highlighters,Highlighters,3,
2 Large Erasers,Large Erasers,2,
1 Pack of 3 X 5 White Ruled Index Cards,Ruled Index Cards,1,"Pack,White"
1 Pack of Loose Leaf Paper (Minimum 100 pages),Loose Leaf Paper,1,Pack
1 Package of Post -it Notes,Post Notes,1,Package
1 Protractor with degree markings,Protractor,1,
5 Red Pens,Pens,5,Red
1 Ruler with Centimeters and Inches Displayed,Ruler,1,
1 Scientific Calculator,Scientific Calculator,1,
1 Scotch Tape,Scotch Tape,1,
2 Three Ring Binders,Three Ring Binders,2,
C
Parents Get a Copy of the 8th Grade Supply List By Teachers/Adminisl
Clicking Below Supply List By Clic
E -Mail Me a Copy of the Supply List
