Input,Product,Quantity,Tags
"Dear Parents / Guardian,",Dear Parents Guardian,Multiple,
We look forward to seeing you in September. Help us begin the new school year with an
excellent start by having the following school supplies.
--------- -- ---- - - - --
Please send in these items on the first day of school with your child's name and class on
the bag.
10 Composition notebooks (black and white marble),Composition notebooks,10,white
10 Two -pocket folders,Two pocket folders,10,
1 Ream of computer paper Ex. Staples brand,computer paper Staples brand,1,Ream
1 Package of loose-leaf paper,loose leaf paper,1,Package
5 Packages of Post -its (medium size),Post its,5,Packages
1 Pencil case,Pencil case,1,
1 Pencil sharpener (WITH COVER),Pencil sharpener,1,
1 Box of sharpened #2 pencils,sharpened pencils,1,Box
1 Pair of scissors (Fiskars Brand),scissors,1,Pair
1 Box of Crayola crayons (24 or larger) OR 1 Box of Crayola colored pencils (12 count or larger),Crayola crayons larger Crayola colored pencils,1,"Box,Box"
1 Packs of glue sticks,glue sticks,1,Packs
1 Pack of dry erase markers,dry erase markers,1,Pack
1 Box of tissues,tissues,1,Box
1 Roll of paper towels,paper towels,1,Roll
I Pack of baby wipes,baby wipes,Multiple,Pack
1 Bottle of hand sanitizer/soap,hand sanitizer soap,1,Bottle
1 Box of gallon size baggies (Ziploc) - BOYS,size baggies BOYS,1,"Box,gallon"
1 Box of quart size baggies (Ziploc) - GIRLS,quart size baggies GIRLS,1,Box
1 Set of headphones/earbuds,headphones earbuds,1,Set
Optional Supplies:
1 Box of markers,markers,1,Box
1 Pack of highlighters,highlighters,1,Pack
Whiteout correction tape
*The teachers may request additional items. We will give you the list of
"additional items at the parent orientation in September, if there are any."
Thank you in advance!
The Fourth Grade Teachers
