Input,Product,Quantity,Tags
NEW MISSION HIGH SCHOOL,NEW MISSION HIGH,1,
SUPPLY LIST
"(FOR QUESITONS, PLEASE CALL DR. WILSON AT 617-212-4012)",FOR PLEASE CALL WILSON 617 212,4012,
• WHITE LINED PAPER,LINED PAPER,1,WHITE
• FIVE SPIRAL BOUND NOTEBOOKS ONE FOR,SPIRAL BOUND NOTEBOOKS ONE FOR,FIVE,
"EACH SUBJECT (ENGLISH, MATH, HISTORY ,"
SCIENCE AND ELECTIVE),SCIENCE AND ELECTIVE,1,
• DIVIDERS,DIVIDERS,Multiple,
• FIVE FOLDERS ONE PER SUB'iECT,FOLDERS ONE PER SUB,FIVE,
"• PENCILS, PENS, HIGHLIGHTERS, MARKERS"
AND A PENCIL SHARPENER,AND PENCIL SHARPENER,1,
• INDEX CARDS,INDEX CARDS,Multiple,
• TAPE,TAPE,1,
• GLUE STICK,GLUE STICK,1,
• USB DRIVE,DRIVE,1,
• STAPLER,STAPLER,1,
• WAr7ER BOTTLE
"• 7I -8Z. G1RA:? - \ G CAI_ACU,LJATOR OR 'RIMIER"
MODEL (MANDATORY),MODEL,1,
