Input,Product,Quantity,Tags
St. Andrews Middle School
Sixth Grade Supply List
2017-2018
General
1 flash drive,flash drive,1,
3 boxes of tissue,tissue,3,boxes
10 oz. bottle of hand sanitizer,ounce hand sanitizer,10,bottle
1 pack colored markers,colored markers,1,pack
1 pack colored pencils,colored pencils,1,pack
2 hand held pencil sharpeners,hand held pencil sharpeners,2,
2 hand held erasers,hand held erasers,2,
1 pair of blunt tip scissors,blunt tip scissors,1,pair
3 pack of glue sticks,glue sticks,3,pack
Social Studies
4 composition notebooks,composition notebooks,4,
2 packs of wide -rule loose leaf paper,pack wide rule loose leaf paper,2,packs
1 pack of #2 lead pencils,lead pencils,1,pack
Language Arts,Language,1,
2 composition notebooks,composition notebooks,2,
2 packs of wide -ruled loose leaf paper,pack wide ruled loose leaf paper,2,packs
4 packs of #2 lead pencils,pack lead pencils,4,packs
Science
2 composition notebooks,composition notebooks,2,
3 packs of college -rule loose leaf paper,pack college rule loose leaf paper,3,packs
1 1 inch binder,inch binder,1,
3 packs of #2 lead pencils,pack lead pencils,3,packs
1 container of Lysol Wipes,Lysol Wipes,1,container
Math
2 composition notebooks,composition notebooks,2,
"2 packs of college -rule loose leaf p, ('",pack college rule loose leaf,2,packs
4 3 -prong folders,prong folders,4,
3 packs of #2 lead pencils,pack lead pencils,3,packs
1 pack of graphing paper,graphing paper,1,pack
1 Scientific Calculator,Scientific Calculator,1,
