Input,Product,Quantity,Tags
Iraan EIS entary
First .
Su
ist
201 '018
6 - Plastic Pocket Folders w/Brads,Plastic Pocket Brads,6,
"_2 Red_ 2 Blue, _2 yellow, _ 2 Green",Blue yellow,2,Green
2 - Large Pink Erasers,Large Erasers,2,Pink
1 - package of eraser toppers,eraser toppers,1,package
1 - Scissors,Scissors,1,
1 - bottle Elmer's Liquid glue,Elmer Liquid glue,1,bottle
6 - large glue sticks,large glue sticks,6,
2 -Boxes of Crayons (16 or 24),Boxes Crayons,2,
"2 - Spiral Notebooks — 70 pages, Wide ruled",Spiral Notebooks pages Wide ruled,2,
2 - Boxes of Kleenex,Kleenex,2,Boxes
1 - package Colored Pencils,Colored Pencils,1,package
1 - box Markers,Markers,1,box
1 - 24 yellow wood #2 Pencils,wood Pencils,1,yellow
1 - (Girls only) Box Gallon Ziploc Bags,Ziploc Bags,1,"Box,Gallon"
1- (Boys only) Box Quart Ziploc Bags,Quart Ziploc Bags,1,Box
1- Plastic School Box,Plastic,1,Box
1 - package of Dry Erase Markers,Dry Erase Markers,1,package
1- set of earphones,earphones,1,set
