Input,Product,Quantity,Tags
5 Grade
2 Box of Tissues,Tissues,2,Box
2 Glue Sticks,Glue Sticks,2,
"2 Extra Large Book Cover ""Sox""",Extra Large Book Cover,2,
2 Hih1ighters
12#2Pencjs
1 Large Soft Pencil Case Pouch,Large Soft Pencil Case Pouch,1,
1 Box Clorox Wipes,Clorox Wipes,1,Box
"1 Pair Fiskar 5"" Scissors Pointed",Fiskar Scissors Pointed,1,"5"",Pair"
1 Box Colored Penci s,Colored,1,Box
1 Pk;;. Dry Erase Marker and Sock/Eraser,Dry Erase Marker and Sock Eraser,1,
1 Box Crayons (24 count),Crayons,1,Box
1 set of ear buds labe ed with chi d's na►►ie
"1"" Green 3inder :Mrs Koch's students willl not need this)",Koch not need this,3inder,"1"",Green"
1 Pocket Fo der of choice,Pocket choice,1,
"�,�,�"
