Input,Product,Quantity,Tags
Grade S Su 1 List 2016-2017,2016,2017,
Item,Item,1,
Qtanuiy
2' Binder 1,Binder,2,
Composition Notebook 4,Composition Notebook,4,
College Rule Spiral Notebook 3,College Rule Spiral Notebook,3,
College Rule Lined Loose Leaf Paper 2 Packs,College Rule Lined Loose Leaf Paper,2,Packs
2 -Pocket Folders 6,Pocket Folders,2,
Kleenex 3 &,Kleenex,3,
Crayola Crayons (24 Count) 1 Box,Crayola Crayons,1,Box
Markers 1 Box,Markers,1,Box
Colored Pencils 1 Box,Colored Pencils,1,Box
$2 Yellow Pencils 12,Pencils,2,Yellow
1 Pair
2-4
1 Large,Large,1,
1 Ream
1 Package
1
2
1-9x12'
Sri!v*rs
Glue Sticks,Glue Sticks,Multiple,
Disinfecting Wipes
White Copy Paper,Copy Paper,1,White
Dry Erase Markers,Dry Erase Markers,Multiple,
Folder for Theatre,Folder,1,
Highlighter for Theatre,Highlighter,1,
Fine Point Black Sharpie Marker for Art Class,Fine Point Sharpie Marker,1,Black
Spiral Sketchbook for Art Class,Spiral Sketchbook,1,
