Input,Product,Quantity,Tags
THIRD GRADE
t Book sack labe'ed with child's name (NO Wheels),Book sack,1,
1 Box of gallon -size zip loc bags (GIRLS PURCHASE),size zip bags,1,"Box,gallon"
"i Box of quart -size zi D oc bags ,BOYS PURCHASE:"
"---1 Pack 3""x 5"" 1:NO lines) index cards (GIRLS PURCHASE:►",lines index cards,1,"3"",Pack"
"1 Pack 5""x 8"" index cards ;BOYS PURCHASE:",index cards BOYS PURCHASE,1,"5"",Pack"
1 Roll of Paper towels,Paper towels,1,Roll
1 Box of Kleenex,Kleenex,1,Box
1 Box of Band -aids,Band aids,1,Box
1 Pack of store brand hand wipes,store brand hand wipes,1,Pack
4 G ue sticks,sticks,4,
2 8 oz. bottle of schoo glue,ounce glue,2,bottle
4 Marble composition notebook,Marble composition notebook,4,
1' Pair =is tar Scissors for {ic's,tar Scissors,1,Pair
1 Pencil Dag (NO boxes),Pencil Dag,1,
5 P astic poccet fo ders wit prongs,wit prongs,5,
"gone eac i co or: red, ye ow, a ue, green, purp el�",gone red green,1,
1 Box of Classic Color Crayons (24 count,Classic Color Crayons,1,Box
3 12 -packs of pencils,packs pencils,3,
1 Pack of Wide -Ruled loose leaf pa per,Wide Ruled loose leaf ,1,Pack
1 Pack copy paper,copy paper,1,Pack
"2 1"" inch hard cover Binder with Dockets",inch hard cover Binder,2,"1"""
"1, Pack colored penci s",colored,1,Pack
1 Pack blue pens,pens,1,"Pack,blue"
