Input,Product,Quantity,Tags
"Dear Parents and Guardians,",Dear Parents and Guardians,Multiple,
"1 would like to welcome you and your child to fourth grade! This is going to be an exciting,"
"productive, and fun -filled year. In order for our class to work efficiently, please send the following"
"supplies to school with your child on the first day, September 7, 2017, with the exceptions noted below."
Cl 1 USB Flash Drive,Flash Drive,1,
❑ 10 Marble Composition Notebooks,Marble Composition Notebooks,10,
"❑ 9 Two -Pocket Folders, preferably plastic (2 blue, 2 green, 1 orange, 2 yellow, 1 red, 1 clear)",Two Pocket Folders preferably plastic,9,
"❑ 2 packs of ""Post-lt"" Notes",pack Post Notes,2,packs
❑ 1 Protractor,Protractor,1,
"❑ 1 12"" Ruler (with both inches and centimeters)",Ruler,1,"12"""
❑ 1 Pack of #2 Sharpened Pencils (please replace when needed),Sharpened Pencils,1,Pack
❑ 1 Soft Zippered Pencil Case (large enough to fit supplies and NO hard pencil boxes please),Soft Zippered Pencil Case,1,boxes
❑ 1 Blue Pen,Pen,1,Blue
❑ 1 Red Pen,Pen,1,Red
�7 1 Highlighter,Highlighter,7,
❑ 1 Box Crayola Crayons,Crayola Crayons,1,Box
❑ 1 Box Crayola Colored Pencils,Crayola Colored Pencils,1,Box
O 1 Box Crayola Markers,Crayola Markers,Multiple,Box
O 3 Glue Sticks,Glue Sticks,Multiple,
...•. I Roll of Scotch Tape,Scotch Tape,1,Roll
air`ef Safety Scissors,air Safety Scissors,Multiple,
❑ 1 Pa o? White Loose Leaf Paper (wide rule)
❑ 1 Yellov4died Writing Pad,Writing Pad,1,
"O 1 Box of T%st,kes (SEND TO SCHOOL ON SEPT. 8th)"
O 1 Roll of Pa``pe T (GIRLS ONLY) (SEND TO SCHOOL ON SEPT. 8th)
O 1 Box of Zipi Gallon Size Bags (SEND TO SCHOOL ON SEPT. 8th),Size Bags,Multiple,"Box,Gallon"
❑ 1 Container Clorox Wipes (SEND TO SCHOOL ON SEPT. 8th),Clorox Wipes,1,Container
0 1 Containe f Baby Wipes (preferably Huggies or Pampers)(BOYS ONLY) (SEND TO SCHOOL,Baby Wipes preferably Pampers BOYS ONLY,1,
ON SEPT. th),SEPT,1,
"a,,s • !„ . label your child's notebooks and folders. Labels with their names and subjects ll"
". Please label all other supplies except paper, paper towels, tissues, Ziplocs, Clorox and baby"
Thank you in advance for your cooperation. 1 look forward to a success ho
o meet you and your child soon. together and hope
ti
"♦ Thank You,",Thank You,1,
Your Child's 4th Grade Teacher,Your Child Teacher,1,
