Input,Product,Quantity,Tags
Pt Grade Supply List 2017-2018,2017,2018,
7 2018
ISTC Daily Planner — must be purchased from Imagine
2 Boxes of Crayola Crayons (24 count each),Crayola Crayons,2,Boxes
1 Box of Markers (washable - 8 count),Markers,1,Box
1 Pack of Dry Erase Markers (black - ink pen size),Dry Erase Markers,1,Pack
36 #2 Pencils (Ticonderoga preferred),Pencils,36,
1 Zipper Pencil Pouch (prefer no boxes),Zipper Pencil Pouch,1,
12 Glue Sticks,Glue Sticks,12,
1 Pair of Scissors (child size),Scissors,1,Pair
6 Flat Pink Pearl Erasers,Flat Pearl Erasers,6,Pink
1 Package of Cap Erasers (12 or more),Cap Erasers,1,Package
4 Reams of WHITE Copy Paper,Reams Copy Paper,4,WHITE
1 Pack of Colored Construction Paper,Colored Construction Paper,1,Pack
1 Spiral Notebook,Spiral Notebook,1,
1 Primary Journal/Composition Notebook (has primary writing lines &,Primary Journal Composition Notebook,1,
space to draw a picture. Please see photos for 2 samples.)
1 - 1 Inch Ring Binder (choice design),Inch Ring Binder,1,
2 Folders (choice design & i,Folders,2,
1 Folder (blue with 3 prongs & 2 pockets),Folder,1,
2 Boxes of Tissues,Tissues,2,Boxes
2 Rolls of Paper Towels,Paper Towels,2,Rolls
"2 Containers of Disinfecting Wipes (Clorox, Lysol, etc.)",Disinfecting Wipes,2,Containers
1 Bottle 12 oz. Hand Sanitizer,ounce Hand Sanitizer,1,Bottle
1 Change of Clothes in Ziploc Bag- Labeled with Student Name *REQUIRED*,Change Clothes Ziploc Bag Labeled,1,
