Input,Product,Quantity,Tags
"Dear Parents,",Dear Parents,Multiple,
The kindergarten teachers at P5/I5 384 are excited to welcome your
child into the new school year of 2017-2018. We are including a list of
supplies that your child will need during this school year. Please have all
"materials in by Wednesday, September 13, 2017.",Wednesday,2017,
For home use:
* scissors *glue *crayons *pencils
Please replace supplies as needed. Thank you in advan for your
cooperation.,cooperation,1,
The Kindergarten Teachers
Your child's name should be on the following items:
'�y backpack (NO WHEELS),backpack,1,
4 hardcover composition (black and white) notebooks (NO SPIRAL,hardcover composition black and white notebooks,4,
NOTEBOOKS),NOTEBOOKS,Multiple,
O 1 primary marble notebook (with wide lines),primary marble notebook,1,
of 2 pocket folders,pocket folders,Multiple,
1 box of fat pencils - Dixon My First,fat pencils Dixon,1,box
Ticonderoga Pencil #2 (can be,Ticonderoga Pencil,2,
r found at Staples),found Staples,Multiple,
".,z • - 4 Expo bry Erase Markers",Expo Erase Markers,Multiple,
i• A change,change,1,
"g of clothes in a plastic shoebox (underwear, t -shirt, pants",clothes plastic,Multiple,
-
and socks),and socks,Multiple,
• 1 box to store the crayons and pencils,store the crayons and pencils,1,box
The following items will be used by the whole class:
+r• 6 glue sticks,glue sticks,Multiple,
✓ 1 box of crayons (at least 8 colors),crayons,1,box
•� 1 bottle of Purell
.X 1 bottle of liquid hand wash soap,liquid hand wash soap,1,bottle
large box of facial tissues,large facial tissues,Multiple,box
• 1 roll of paper towels,paper towels,1,roll
' pair of old clean socks (to be used as erasers),old clean socks,Multiple,pair
Girls eo s,Girls,Multiple,
* 1 box of baby wipes �.�,baby wipes,1,box
p 1 container of disinfectant wipes (such as,disinfectant wipes,Multiple,container
Clorox or Lysol),Clorox Lysol,1,
