Input,Product,Quantity,Tags
"• c u.___,__ r--"
• 3 pocket folders,pocket folders,3,
• 3 packs of boss laf paper,pack boss paper,3,packs
• 1 car_ book,book,1,
• 2 tlr••-cng binders (1.5-2 wide),binders,2,
"• 10 :. ,:.. dwdsrs"
"• Sher,..,..:. �.....:.",Sher,1,
• Highlighters,Highlighters,Multiple,
• Colored,Colored,1,
"• nr.two•moI Pena ••;••• pm, mr•",two Pena,1,
• NO CALCULATOR NEEDED!!,CALCULATOR NEEDED,1,
7111 GRADE:
• 1 Safety,Safety,1,
• 1 Ruler,Ruler,1,
"• 1 Sprat:'"" _ _•",Sprat,1,
• 4 3 -Ring Binder with a Page Tabs (Ix add,Ring Binder,4,
"• 4 Pocket F., ..... _",Pocket,4,
• 5 Marble Ca.. --  row wee Gm.,Marble row wee,5,
Pap. b Way,Pap Way,1,
• ri..'.......
• Fine Pant ML:....,Fine Pant,1,
• Glue Sticks,Glue Sticks,Multiple,
• Graph paper,Graph paper,Multiple,
• Highlghters
• ! -- !=_. Paper,Paper,1,
"• Hand help .. -,..:...",Hand help,1,
• Smal hand he ••' - r,hand,1,
• Mechanical f.w rs1
• 4 Boss a2 (P►,Boss,4,
