Input,Product,Quantity,Tags
2n Grade Supply List for 2017-2018
•
"Dear Parents/Guardians,",Dear Parents Guardians,Multiple,
We welcome your child to second grade! ® Please see the suggest
"below (brand names are preferred, but are not mandatory). Please"
supplies are in and labeled with your child's first and last name
of school.
7 notebooks,notebooks,7,
7 folders,folders,7,
1 scissors,scissors,1,
1 ruler (inches and centimeters),ruler,1,
1 box of 24 Crayola crayons,Crayola crayons,1,box
1 box of 8 classic colors Crayola markers,classic colors Crayola markers,1,box
2 El mer's glue sticks,mer glue sticks,2,
1 Elmer's glue,Elmer glue,1,
1 package of multicolored construction paper (rny band),multicolored construction paper,1,package
2 packs of 12 count Ticonderoga pencils,pack Ticonderoga pencils,2,packs
2 packages of Staples brand computer paper,Staples brand computer paper,2,packages
2 packages of wide ruled paper (any brand),wide ruled paper,2,packages
1 zipper -top soft pencil case,zipper top soft pencil case,1,
1 package of baby wipes,baby wipes,1,package
2 bottles of liquid hand soap,liquid hand soap,2,bottles
2 bottles of hand sanitizer,hand sanitizer,2,bottles
2 rolls of Bounty paper towels,Bounty paper towels,2,rolls
2 larg e boxes of Kleenex tissues,Kleenex tissues,2,boxes
boxes of gallon -sized Ziploc bags .,sized Ziploc bags,Multiple,"boxes,gallon"
"2 ,."
1 container of Clorox disinfecting wipes,Clorox disinfecting wipes,1,container
1 gut since the stu will be
". set of earbuds (not mandatory,",earbuds,Multiple,set
"mrnenc , taat eac. s student has a p"
"provided iPa�. minis, we reco"
wjtli his/her name).,his her name,1,
