Input,Product,Quantity,Tags
••••• Verizon : 1:36 AM 1 4 * 5% 00 l'
garlandisdschools.net,net,1,
FIRST GRADE T
1 BLUE POCKET ONLY FOLDER,POCKET ONLY FOLDER,1,BLUE
1 RED POCKET ONLY FOLDER,POCKET ONLY FOLDER,1,RED
1 GREEN POCKET ONLY FOLDER,POCKET ONLY FOLDER,1,GREEN
SPIRAL NON PERF WIDE RULE 8.5X10.5,SPIRAL NON WIDE RULE,5,
4 NOTEBOOK 70CT,NOTEBOOK,4,
4 PINK BEVEL ERASER (LATEX FREE),BEVEL ERASER,4,PINK
"4 11X8.5 1/2"" RULED RED BL TABLET 40 SHEETS",RULED TABLET SHEETS,4,"2"",RED"
3 CRAYOLA CRAYONS 24CT,CRAYOLA CRAYONS,3,
4 ELMER'S 0.77 OZ. (22 GRAM) GLUE STICK,ELMER GLUE STICK,4,
2 SCOTTIES TISSUE 120CT,SCOTTIES TISSUE,2,
1 9X12 MANILA PAPER 50CT,MANILA PAPER,1,
2 CRAYOLA WASH THICK CLASSIC MARKERS 8CT,CRAYOLA WASH THICK CLASSIC MARKERS,2,
NO2 DIXON TICONDEROGA PRESHARPENED,DIXON TICONDEROGA,1,
24 PENCIL,PENCIL,24,
1 ORANGE POCKET ONLY FOLDER,POCKET ONLY FOLDER,1,ORANGE
1 YELLOW POCKET ONLY FOLDER,POCKET ONLY FOLDER,1,YELLOW
PAPERMATE BLACK FLAIR MED FELT TIP PEN,FLAIR MED FELT TIP PEN,1,BLACK
2 -BOYS,BOYS,2,
"1 SHARP 5"" SCISSORS",SHARP SCISSORS,1,"5"""
1 BOX OF RECLOSABLE GALLON BAGS-20CT,BAGS,1,"BOX,GALLON"
1 WATERLESS HAND SANITIZER WITH PUMP 8OZ,WATERLESS HAND SANITIZER WITH PUMP,1,
MEAD WIDE RULE BLACK MARBLE COMP BOOK,MEAD WIDE RULE MARBLE COMP BOOK,1,BLACK
1 100CT
"NYLON PENCIL BAG, CLEAR TOP W/ GROMT",NYLON PENCIL BAG CLEAR TOP,1,
1 7.25X10.25
2 RED CHECK PENCIL W/ERASER PRESHARPENED,CHECK PENCIL ERASER,2,RED
1 XEROGRAPHIC COPY PAPER REAM,XEROGRAPHIC COPY PAPER,1,REAM
"1 1"" WHITE VIEW VINYL BINDER",VIEW VINYL BINDER,1,"1"",WHITE"
1 BABYWIPES SOFT PACK 80CT -GIRLS,SOFT GIRLS,1,PACK
-
1 BOX OF RECLOSABLE QUART BAGS 25CT -GIRLS,QUART BAGS GIRLS,1,BOX
-
All kindergarten students will need 1
Grades 2-5 will need to purchas
