Input,Product,Quantity,Tags
I pair of small scissors,small scissors,Multiple,pair
6 large gluc sticks,large sticks,6,
PLASTIC Pockct folders with horizontal,PLASTIC folders,Multiple,
"pockets: Rcd, Grecn, and Ycllow",pockets ,Multiple,
8 THIN dry erase markers,THIN dry erase markers,8,
1 clipboard labeled with your child's name,clipboard labeled,1,
I plastic pencil box,plastic pencil,1,box
I box of tissues,tissues,Multiple,box
I box of crayons,crayons,Multiple,box
I containcr of Clorox/Lysol wipes,Clorox Lysol wipes,Multiple,
I bottle hand soap,hand soap,1,bottle
Hcadphoncs or car buds,car buds,1,
PTIONAL ITEMS
Thick or thin markers,Thick thin markers,Multiple,
Colorcd Pencils,Pencils,Multiple,
