Input,Product,Quantity,Tags
.i pail ttildt 11 your chit
f
(2nd Grade
3 packs of notebook paper,pack notebook paper,3,packs
cit. packs of pencils,cit pack pencils,Multiple,packs
4 ct. pack of large pink pearl erases,large pearl erases,4,"pack,pink"
3 boxes of crayons,crayons,3,boxes
"1 2"" 3 ring notebook view binder",ring notebook view binder,1,"2"""
3 packet folders (no prongs),folders,3,packet
pack of construction paper,construction paper,1,pack
composition notebooks,composition notebooks,Multiple,
1 pair of scissors,scissors,1,pair
p glue sticks (no bottles of gtue),glue sticks,Multiple,bottles
i notebook pencli pouch,notebook pouch,1,
2 boxes of Kleenex tissue,Kleenex tissue,2,boxes
1 box of sandwich size Ziptoc bags,sandwich size bags,1,box
1 box of Salton size Zlploc bags,Salton size bags,1,box
1 bottle of hand sanitlzer,hand,1,bottle
1 container of clorox wipes,clorox wipes,1,container
