Input,Product,Quantity,Tags
wit) 5 5
"J‘.IIVVL,"
CHECKLIST GRADES 4-6 2 1,CHECKLIST,1,
MR'SKETt1i. ursi-t
"Taper:Mee, So'*ElcPt",Taper,1,
t3ackpack
unch ba9
Facial tissues,Facial tissues,Multiple,
1 Binders,Binders,1,
Index dividers,Index dividers,Multiple,
Ruled refill paper,Ruled refill paper,1,
Reinforcements,Reinforcements,Multiple,
",r Report covers",Report covers,Multiple,
",I Report cover labels",Report cover labels,Multiple,
Notebooks,Notebooks,Multiple,
Pencil case,Pencil case,1,
"V"" Pencils",Pencils,Multiple,
\ Pencil sharpener,Pencil sharpener,1,
", r V Erasers",Erasers,Multiple,
9
"V, En lish/French dictionary",French dictionary,1,
1
Coloured pencils,pencils,Multiple,
Washable markers,Washable markers,Multiple,
CcAUurrsc] X4'3( %
Highltght(rs
Ruler,Ruler,1,
Scissors,Scissors,Multiple,
Co«ection tape,tape,1,
tue
Calculator,Calculator,1,
•
Gym bag,Gym bag,1,
USB Mash drive,Mash drive,1,
Headphones,Headphones,Multiple,
1.0. labels,labels,1,
Water bottle,Water,1,bottle
Antibacterial hand,Antibacterial hand,1,
Visit www•staplescopyandprint.ca to create personalized scho
